字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
87	着陆点位于零区内，请求海姆达尔部队前往回收。	著陸點位處零區內，請求海姆達爾部隊前往回收。	着陸地点エリアゼロ範囲内。ヘイムダル部隊による回収を要請。	착륙 지점은 제로 구역 내부로 헤임달 부대에 회수를 요청합니다.	Forecasted landing site is inside Containment Zone Aleph, Heimdall Force operatives already enroute.						0	
1	动作很灵敏。跟预期一样，泰坦污染似乎对你没什么影响。	動作很靈敏。跟預期一樣，泰坦汙染似乎對你沒什麼影響。	ちゃんと動けるね。予想通り、タイタン汚染の影響はあなたにはあまりない。	몸놀림이 예상했던 대로 꽤 민첩해졌어요. 타이탄 오염도 별 영향을 안 주는 것 같고요.	You're very agile. As we thought, looks like the Titan's contamination didn't affect you at all.						0	
2	污染读数并不高。	汙染讀數並不高。	汚染係数も高くない。	그야 오염 수치가 별로 높지 않잖아.	The contamination reading isn't high.						0	
3	但也是会让普通人丧命的程度了。	但也是會讓普通人喪命的程度了。	一般人なら十分命取りだけど。	그래도 일반 사람이었으면 목숨을 잃었을 수치예요.	Still high enough to take a normal person's life, though.						0	
4	感觉不舒服或者污染读数报警的话，马上原路撤退。	感覺不舒服或者汙染讀數警報的話，馬上原路撤退。	調子が悪いと感じたら、或いは汚染係数の警報が鳴ったら、すぐ引き返して。	어딘가 불편하거나 오염 수치 경보가 울리면 바로 철수하셔야 해요.	If you feel unwell or the contamination alert goes off, retreat immediately.						0	
5	明白。	明白。	分かった。	알겠어.	Got it.						0	
7	这么快就被发现了吗，这些家伙怎么回事？！	這麼快就被發現了嗎，這些傢伙怎麼回事？！	もう見つかった？こいつら一体どうなってんの！？	벌써 들킨 거야? 대체 어떻게 된 거지?!	How the hell'd they find us so fast?!						0	
8	我们分开走，得快点甩掉他们。	我們分開走，得快點甩掉他們。	分かれて行こう、早くこいつらを振り切らないと。	흩어져서 움직이자. 녀석들을 빨리 따돌려야 해.	Let's split up, lose them that way.						0	
9	嗯。	嗯。	ああ。	응.	On it.						0	
13	郊狼真是很喜欢伏击偷袭的打法呢，可惜组织得太乱啦。	郊狼真是很喜歡埋伏偷襲的打法呢，可惜組織得太亂啦。	コヨーテは本当に待ち伏せが好きね……でもまとまりが悪すぎ。	코요테는 매복해 습격하는 걸 참 좋아한단 말이지. 조직이 엉성한 게 단점이긴 하지만.	These Coyotes really do love a good ambush. If they had even basic organizational skills, they might actually be dangerous.						0	
14	和这个名字挺相称的，连我也要稍微打起精神免得被咬上一口了。	和這個名字挺配的，連我也要稍微集中精神免得被咬上一口了。	名前にお似合いだわ。あたしも噛まれないように、気を引き締めないとね。	하는 짓들을 보면 진짜 말 그대로 코요테 같아. 정신 차리지 않으면 나까지 물리게 생겼어.	Fitting name they picked for themselves, yapping away at our ankles. I should actually be careful.						0	
15	狼王同学对他们的指导很不赖嘛！	狼王同學對他們的指導很不賴嘛！	狼王くんの指導は悪くないようね！	늑대왕이 설렁설렁 가르친 게 아닌가 보군!	Mysterious Mr. Coyote Alpha, whoever you are, you aren't actually doing a bad job leading this rabble of yours!						0	
16	让开让开让开！	讓開讓開讓開！	どけどけーーー！！	비켜! 비키라고!	Out of the way now, please! Coming through!						0	
17	不想被打成筛子的，统统给我让路！我可没有闲时间和你们绕圈圈。	不想被打成篩子的，統統給我讓路！我可沒空和你們繞圈圈。	蜂の巣にされたくなかったら全員どいて！あんたたちとかくれんぼしてらんないの！	다치기 싫으면 좀 빠져있어! 지금은 너희하고 놀아줄 시간 없으니까.	Anyone who doesn't feel like getting mashed into a bloody pulp, out of my way! For crying out loud!						0	
