字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0	特殊异化人			——	0	3.3主线剧情
2		9	米娅星彩		Play_Vo_dlc33act6_girl023_09	为什么……这里怎么会突然出现一道门？！	0	3.3主线剧情
3		0				不等我们回过神来，正对面的漆黑大门突然裂开一道缝隙。	0	3.3主线剧情
4		0				刺眼的白光从缝隙中渗出，那光芒既不神圣也不纯净，反倒让人心头涌起一阵莫名的不安与厌恶。	0	3.3主线剧情
5		0	分析员战斗			米娅！	0	3.3主线剧情
6		9	米娅星彩		Play_Vo_dlc33ep9_girl023_02	呀啊！	0	3.3主线剧情
7		0				我猛地将米娅护在身下，护罩刚展开的刹那，刺目的白光便如洪流般从门缝中喷薄而出。	0	3.3主线剧情
8		0				那是能将万物打碎为原始信息态的可怖光束，所过之处色彩尽失，连我的护盾也开始崩解。	0	3.3主线剧情
9		0				就在这时，Master Key从胸甲滑落。	0	3.3主线剧情
10		9	米娅星彩		Play_Vo_dlc33ep9_girl023_03	分析员，master key被——？！	0	3.3主线剧情
11		0				它坠向地面的瞬间，最后一丝金光熄灭，在清脆的碎裂声中化为一缕粉末。	0	3.3主线剧情
12		0				而光束也在此刻暗淡了下来。	0	3.3主线剧情
13		0				敌人的第一波攻势，结束了。	0	3.3主线剧情
14		6	罗赞之影		Play_Vo_dlc33ep9_boss210_01	呵呵呵，看来没能伤到你啊。	0	3.3主线剧情
15		6	罗赞之影		Play_Vo_dlc33ep9_boss210_02	不过，你的底牌似乎……也掉出来了呢。	0	3.3主线剧情
16		9	米娅星彩		Play_Vo_dlc33ep9_girl023_04	罗赞！！！	0	3.3主线剧情
17		0				米娅的怒喝划破空气，她毫不犹豫地举枪射击。	0	3.3主线剧情
18		0				然而子弹却在穿透敌人躯体的瞬间，如同坠入深渊般消失无踪。	0	3.3主线剧情
19		0				顶着罗赞面容的怪物纹丝未动，对少女的攻击置若罔闻。	0	3.3主线剧情
