字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H安卡希雅		来得正好，我有事问你。	0	
page0.2	H安卡希雅		“众神决斗”，是什么？	0	
page0.3	H主角		似乎是最近很流行的卡牌游戏。	0	
page0.4	H安卡希雅		嗯……果然不论什么时代都会有属于自己的卡牌游戏。	0	
page0.5	H主角		你是想玩吗？	0	
page0.6	H安卡希雅		嗯，有点兴趣。	0	
page0.7	H安卡希雅		想看看这个世界的玩家失去硬件的辅助后会有多狼狈。	0	
page0.8	H主角		你内心也太黑暗了吧。	0	
page0.9	H安卡希雅		算吧。	0	
page0.10	H主角		不过我没想到你会玩卡牌游戏呢。	0	
page0.11	H安卡希雅		只要是游戏的话，都会。	0	
page0.12	H主角		不愧是你啊。	0	
page0.13	H安卡希雅		怎么样？要和我来一局吗？	0	
page0.14	H主角		可以是可以，我还没牌组。	0	
page0.15	H安卡希雅		这么一说……我也没有。	0	
page0.16	H安卡希雅		那等我们都集齐了牌组再玩。	0	
page0.17	H主角		嗯，一言为定。	0	
