字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		嗨，茉莉安，你在做什么？	0	
page0.2	H茉莉安		是分析员啊，我在构思新一期的《阴极指南》主题。	0	
page0.3	H主角		《阴极指南》？	0	
page0.4	H茉莉安		哦，是阴极科技免费为会员发放的军工产品手册。因为内容精美又富有创意，反响一直很不错，很多人都在收藏。	0	
page0.5	H主角		茉莉安是这本手册的主编？	0	
page0.6	H茉莉安		我哪有那么厉害，只是在闲暇的时候给编辑部提一些创意方案而已。	0	
page0.7	H茉莉安		如果要说的话，算是兼职的设计顾问？	0	
page0.8	H主角		那这一期的主题茉莉安有想法了吗？	0	
page0.9	H茉莉安		分析员有兴趣看看吗？	0	
page0.10	H主角		当然。	0	
page0.11	H主角		以“魅影玫瑰”外骨骼为骨架，以“紫罗兰”防弹衣为中心，“蓝珍珠郁金香”突击步枪为焦点，再点缀上“南天竹”手雷……	0	
page0.12	H主角		茉莉安，这是……？	0	
page0.13	H茉莉安		新一期的主题——战装搭配与插花艺术。	0	
page0.14	H茉莉安		只考虑价位和性能未免过于单调，战装搭配也可以兼具实用性和艺术性。	0	
page0.15	H茉莉安		分析员你觉得呢？	0	
page0.16	H主角		这……茉莉安的品味还是这么非比寻常……	0	
