字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H茉莉安		做新的周报，维护外骨骼装置，参加训练考核……	0	
page0.2	H茉莉安		读新一期的《枪械大全》，和恩雅姐确认茶点的口味，给阴极科技的新型战术套装提反馈意见……	0	
page0.3	H茉莉安		唔，时间可能调不开了，先把这两项放到次级备选事项里吧。	0	
page0.4	H主角		茉莉安，需要帮忙吗，你看起来好像遇到困难了？	0	
page0.5	H茉莉安		是分析员啊，抱歉没注意到你。	0	
page0.6	H主角		没事，我只是路过，看你在一副很为难的样子，是在愁报告的事吗？	0	
page0.7	H茉莉安		呼，报告我已经准备好了，只是还没来得及二次整理和润色，现在是在为时间管理的事情烦恼着……	0	
page0.8	H茉莉安		昨天临时替补了一个棚户区清理任务，导致后面所有的行程都要重新排列了。	0	
page0.9	H主角		昨天真是辛苦你了，难为你立刻就能进队替补。	0	
page0.10	H茉莉安		在我这里，分析员指派的任务都是优先级最高的哦。何况，这可是多了一次体验“愉悦”的机会呢。	0	
page0.11	H主角		咳，看来你有一个条理清晰的计划表，难怪总是能做到事事从容，滴水不漏。	0	
page0.12	H茉莉安		嗯，这算我一直以来的习惯。	0	
page0.14	H主角		唔！	0	
page0.15	H茉莉安		好啦，我已经想好怎么调整之后的行程了。	0	
page0.16	H茉莉安		按照计划表，现在可是喝茶的时间哦。	0	
page0.17	H茉莉安		刚好我买的新茶具到了，分析员也一起来吧~	0	
