字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H妮塔		太难了，我为什么要受这种委屈？	0	
page0.2	H主角		呃，你受什么委屈了？	0	
page0.3	H妮塔		唉……分析员儿，这日子没法过了。	0	
page0.4	H主角		不是刚发薪水吗，难道是你又花光了——	0	
page0.5	H妮塔		哎哎，打住打住！揭人不揭短啊分析员儿。	0	
page0.6	H妮塔		我说的不是这件事。	0	
page0.7	H主角		那是什么事这么严重？	0	
page0.8	H妮塔		是一件无论如何都无法忍受的事！	0	
page0.9	H妮塔		知道吗？就因为这事，我原本做的危机管理全部失效了……	0	
page0.10	H妮塔		我还要改变我一直以来的生存习惯。	0	
page0.11	H妮塔		我严正抗议公司这种剥夺我权利的做法！	0	
page0.12	H主角		到底是什么事，你倒是说啊？	0	
page0.13	H妮塔		拥有后再被夺走，分析员你一定懂这种痛苦吧？	0	
page0.14	H妮塔		原本可以随时畅吃的零食柜，被改成了限量供应！！	0	
page0.15	H主角		就这？	0	
page0.16	H主角		那……危机管理是？	0	
page0.17	H妮塔		没钱的时候，搬空零食柜的食物充饥。	0	
page0.18	H主角		改变生存习惯呢？	0	
page0.19	H妮塔		得在没钱的时候，找新的方法充饥。	0	
page0.20	H主角		原来零食柜被锁上的罪魁祸首是你啊！	0	
aside01			两星期后	0	
page0.21	H妮塔		太难了，我为什么要受这种委屈？	0	
page0.22	H妮塔		唉……分析员儿，这日子没法过了。	0	
page0.23	H主角		看来附近的自助餐厅变成点餐制，也是你干的好事了。	0	
