字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H恩雅		是分析员啊，来得正好。	0	
page0.2	H主角		是恩雅啊，你又在调查什么？	0	
page0.3	H恩雅		嗯，没什么。正好分析员来了，就问你个问题吧。	0	
page0.4	H恩雅		如果配下午茶的话，你喜欢吃甜一点的奶油水果蛋糕，还是咸口的海盐芝士蛋糕？	0	
page0.5	H主角		我的话，有什么都行。	0	
page0.6	H主角		没有特别的偏好。硬要说选一个的话，会吃奶油水果蛋糕吧。	0	
page0.7	H恩雅		是因为喜欢甜口吗？	0	
page0.8	H主角		感觉甜的东西都不会特别难吃，但是咸的东西一不小心味道就会很重。	0	
page0.9	H恩雅		分析员是这种想法呢。也有人跟我说会觉得甜的蛋糕如果用量不够精准就会很腻。	0	
page0.10	H主角		这就是众口难调咯。不过，恩雅你应该不负责下午的甜点供应吧？怎么突然问起来这个。	0	
page0.11	H恩雅		这个嘛，其实是想看看有没有人想和我一起，申请增加点不一样的口味。	0	
page0.12	H恩雅		因为，比起甜的咸的，我更喜欢麻辣的味道。	0	
