字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		我一直很好奇一件事情。	0	
page0.2	H猫汐尔		哦？说来听听。	0	
page0.3	H主角		猫汐尔是更喜欢猫还是更喜欢狗呢？	0	
page0.4	H猫汐尔		没什么区别喵。	0	
page0.5	H主角		总之还是有倾向的吧。你看你名字里面有猫，平时说话也喵喵喵的……	0	
page0.6	H猫汐尔		这是考虑到你们人类的萌点。	0	
page0.7	H主角		这么说来，你的头上是胡狼耳朵，神格也是阿努比斯，所以还是喜欢狗多一些吗？	0	
page0.8	H猫汐尔		也没有。这对耳朵的实用价值远大于外形。	0	
page0.9	H主角		那就不局限于猫狗了，你有什么比较喜欢的动物吗？	0	
page0.10	H猫汐尔		人类。	0	
page0.11	H主角		确实是很符合你会作出的回答，还有吗？	0	
page0.12	H猫汐尔		涡虫。	0	
page0.13	H主角		我孤陋寡闻了，这是什么？	0	
page0.14	H猫汐尔		涡虫被切成数百份也能活下来，是很可爱的动物喵。	0	
page0.15	H主角		这到底哪里可爱了啊！	0	
