字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H瑟瑞斯		分析员你好呀，我来吃饭，今天餐厅有什么好吃的呀？	0	
page0.2	H主角		似乎只是普通的营养配餐。	0	
page0.3	H瑟瑞斯		哦，那我先去下盥洗室，一会儿回来。	0	
aside01			五分钟后	0	
page0.4	H瑟瑞斯		分析员你好呀，我来吃饭，今天餐厅有什么好吃的呀？	0	
page0.5	H主角		……只是普通的营养配餐……	0	
page0.6	H瑟瑞斯		哦，那我先去下盥洗室，一会儿回来。	0	
page0.7	H瑟瑞斯		分析员你好呀，我来吃饭，今天餐厅有什么好吃的呀？	0	
page0.8	H主角		……你是什么游戏的NPC吗！	0	
page0.9	H瑟瑞斯		……咦，难道我刚才忘记了……对不起！我这就去取餐！	0	
aside02			十分钟后	0	
page0.10	H瑟瑞斯		分析员你好呀，你来吃饭吗，今天餐厅只有普通的营养配餐呢，味道并不是很惊艳。	0	
page0.11	H主角		……	0	
