字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H恩雅		嗯……啊，是分析员。不好意思，我刚刚没看见你过来。	0	
page0.2	H主角		沙发后面有什么，让你这么入迷？	0	
page0.3	H恩雅		啊……没什么。就是觉得有时这里过于空旷安静了。	0	
page0.4	H恩雅		如果这里也能像幼儿园一样，再热闹些就好了。	0	
page0.5	H恩雅		不过，这里已经有很多要照顾的孩子了……	0	
page0.6	H主角		你喜欢小动物吗？我可以帮恩雅提交养宠物申请。	0	
page0.7	H恩雅		不用不用，我虽然也喜欢小动物，不过我对动物毛发过敏。	0	
page0.8	H恩雅		宠物确实有很好的情绪抚慰和压力缓解的作用……	0	
page0.9	H恩雅		小吉之前也考虑过接几只小动物进基地，但在考虑到我的体质后，放弃了这个提案。	0	
page0.10	H主角		或许下回我可以申请养一只没有毛的宠物，斯芬克斯猫怎么样？	0	
page0.11	H恩雅		分析员这么忙，能承担得起照顾好宠物的责任吗？	0	
page0.12	H主角		这个嘛……	0	
