字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H肴		分析员，你又在喝咖啡啊。	0	
page0.2	H主角		对啊，怎么了吗？	0	
page0.3	H肴		虽然咖啡对身体有好处，但也不能拿它当水喝。	0	
page0.4	H肴		特别是你这样的，经常深夜喝咖啡提神，对身体损伤可是很大的。	0	
page0.5	H主角		这也没办法嘛，而且我平时不只喝咖啡，也会改喝奶茶和能量饮料的。	0	
page0.6	H肴		您完全不愿意喝水是吗？	0	
page0.7	H肴		我已经看到咱们退休的时候，你拖着残损不堪的身体离开公司……	0	
page0.8	H主角		停停停，太夸张了。	0	
page0.9	H肴		一点都不夸张。分析员，养生是一件投入很少，收获很大的事情，只需要改掉你糟糕的饮食习惯，就能有立竿见影的效果。	0	
page0.10	H主角		可是我还是习惯喝点有味道的饮料。	0	
page0.11	H肴		枸杞，菊花，胖大海，你选一个吧。	0	
page0.12	H主角		你平时也喝这些吗？	0	
page0.13	H肴		那当然，购买链接发给你了，别忘了买个保温杯。	0	
page0.14	H肴		我可是说过很多次了，现在不养生，以后会后悔终生！	0	
