字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H妮塔		分析员儿，你说……当有钱人是什么感觉呢？	0	
page0.2	H主角		我也想知道啊。	0	
page0.3	H妮塔		唉……	0	
page0.4	H妮塔		对不住，是我问错人了。	0	
page0.5	H主角		唉……	0	
page0.6	H妮塔		分析员儿，看在咱俩的关系上，我带你一起搞钱吧。	0	
page0.7	H妮塔		我最近学了几个不错的搞钱方法，咱们一起努力，互相监督。	0	
page0.8	H主角		展开讲讲。	0	
page0.9	H妮塔		首先，要想搞大钱，视角必须比常人更广一些。	0	
page0.10	H妮塔		这样一定会更容易发现他人难以觉察到的财富。	0	
page0.11	H妮塔		我已经练习了一段时间了，靠出售在各种角落里捡到的终端，已经有了一笔不错的收入。	0	
page0.12	H主角		总觉得你的方法不太对劲。	0	
page0.13	H妮塔		分析员，这你就不懂了，财富也是要靠慢慢积累的。	0	
page0.14	H妮塔		让我继续教你。	0	
page0.15	H妮塔		你知道，这世界上最宝贵的东西是什么？	0	
page0.16	H妮塔		没错，就是时间。	0	
page0.17	H主角		原来不是问我啊……	0	
page0.18	H妮塔		时间就是钱，所以要让我们的每一秒，都保持入账状态。	0	
page0.19	H妮塔		所以，我把自己租给了肴，在我没任务的时候，就会替肴出勤。	0	
page0.20	H妮塔		嘻嘻，肴老板出手还挺大方呢。	0	
page0.21	H主角		你都是从哪儿学到的这些？	0	
page0.22	H妮塔		畅销书《人人都能在30天内成为富豪》。	0	
page0.23	H主角		……	0	
