字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		猫汐尔来到世界树公司也有一段时间了，这边和拉美西斯集团有什么不同吗？	0	
page0.2	H猫汐尔		对于公司本身来说，没多大区别。不过我在两边的职位不同，感受自然也不一样。	0	
page0.3	H主角		哦哦，你这么一说，在拉美西斯的时候你是研究员吧，后来到世界树做后勤，最后成为前线队员。	0	
page0.4	H猫汐尔		没错。	0	
page0.5	H主角		和芙提雅差不多呢，你们科学家都有上战场的心吗？	0	
page0.6	H猫汐尔		我只是对零区内的异常状态感兴趣喵，作为前线队员才能第一时间接近那些异常。	0	
page0.7	H主角		这就是你多次擅自离队的原因吗，猫汐尔队员？	0	
page0.8	H猫汐尔		只要能在规定的时间内完成任务目标，中途的路径并不重要。	0	
page0.9	H猫汐尔		一名程序专家说过，如果一个程序写错了但还能运行起来，那它就是对的。	0	
page0.10	H主角		说不过你。总之你多注意安全，神格侵蚀可不是好受的。	0	
page0.11	H猫汐尔		放心喵，我有足够多应对突发危机状况的经验。	0	
page0.12	H主角		那些突发危机状况就是你引发的吧！	0	
