字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				滴滴滴——！	0	2.5版本肴好感度重置剧情
2		0				送外卖的机器人在门口响起了提示音。	0	2.5版本肴好感度重置剧情
3		0				总算等来了食物，肴顿时眼睛一亮，迫不及待地跳下床，向机器人跑去。	0	2.5版本肴好感度重置剧情
4		0				当她拎着打包袋走进房间时，却没注意到纸袋的底部不堪重负，骤然裂开了一道口子。	0	2.5版本肴好感度重置剧情
5		0				一个橘子从缝隙中逃脱，滚到了她的脚边。	0	2.5版本肴好感度重置剧情
6		6	肴病号服			诶？袋子怎么破了？那是店家送的水果吗？	0	2.5版本肴好感度重置剧情
7		0				打包袋没来得及放下，她又怕错过眼前的橘子，进退间像个被按下暂停键的机器人。	0	2.5版本肴好感度重置剧情
8		0	分析员			我来吧。	0	2.5版本肴好感度重置剧情
9		0				就在我弯腰拾起橘子时，指尖却触到一片意外的凉意。	0	2.5版本肴好感度重置剧情
10		0				低头一看，肴赤足踩在地板上，莹白的脚微微发颤，脚趾也局促地蜷缩着。	0	2.5版本肴好感度重置剧情
11		0	分析员			怎么不穿袜子？	0	2.5版本肴好感度重置剧情
12		0				听到我的问题，她才如梦初醒般低头。	0	2.5版本肴好感度重置剧情
13		6	肴病号服			起太早，脑子晕晕乎乎就忘了穿袜子，怪不得感觉有点冷。	0	2.5版本肴好感度重置剧情
14		0	分析员			某个养生专家昨天还在给我科普寒气入体的危害，结果今天就自己光着脚乱跑。	0	2.5版本肴好感度重置剧情
15		6	肴病号服			一不小心忘了嘛。	0	2.5版本肴好感度重置剧情
b-1	b-1	0					0	2.5版本肴好感度重置剧情
16	b-1-1	0				抱她进被炉。	0	2.5版本肴好感度重置剧情
17		0				她轻呼一声，下意识地搂住我的脖子，裸足在空中微微晃动。	0	2.5版本肴好感度重置剧情
18		0				小心翼翼地把她放进温暖的被炉后，她顺势往里面缩了缩，满足地眯起了眼睛。	0	2.5版本肴好感度重置剧情
19		0	分析员			在里面暖和一会吧。	0	2.5版本肴好感度重置剧情
20		9	肴病号服			真舒服，还得是被炉啊……	0	2.5版本肴好感度重置剧情
21		0				肴歪着头，指尖抚过被炉的边缘，又轻轻用指节敲击了两下。	0	2.5版本肴好感度重置剧情
22		9	肴病号服			这个新款的被炉，倒是比那个时候我们自己做的好多了。	0	2.5版本肴好感度重置剧情
23		0				上个冬天，零区被凛冽的寒潮吞噬，呼出的白气还未散去就在空气中凝结成霜，仿佛连时间都被冻住了。	0	2.5版本肴好感度重置剧情
24		0				任务结束后，肴收好装备，一边搓手一边哈着热气向我走来。	0	2.5版本肴好感度重置剧情
25		6	肴			分析员，今晚有空吗？	0	2.5版本肴好感度重置剧情
26		0	分析员			今晚……除了有个小会，就没有别的事情要忙了。	0	2.5版本肴好感度重置剧情
27		6	肴			嘿，那我可以先去你房间等你吗？	0	2.5版本肴好感度重置剧情
27_1		0	分析员			还专门来我房间，看来你有大事找我啊。	0	
27_2		6	肴			来了就知道了，晚上早点回~	0	
28		0				说完，她就轻快地跑开，时不时还回头看我一眼，眼里闪烁着期待。	0	2.5版本肴好感度重置剧情
29		0				肴这副神神秘秘的模样倒让我心生好奇，会议一结束，便急匆匆往房间赶去。	0	2.5版本肴好感度重置剧情
30		0				打开门的瞬间，我有些恍惚。整个房间被橙黄色的光晕笼罩，彩色小灯像星星般点缀在各个角落，营造出一种浪漫的氛围。	0	2.5版本肴好感度重置剧情
31		0				而她也没闲着，还在忙着把彩灯缠向房间各个角落。	0	2.5版本肴好感度重置剧情
32		0	分析员			呃……今天是什么节日吗？	0	2.5版本肴好感度重置剧情
33		6	肴病号服			非要说节日的话……那就是“终于拥有电炉”日？	0	2.5版本肴好感度重置剧情
34		0	分析员			电炉？	0	2.5版本肴好感度重置剧情
35		6	肴病号服			就是这么大的一个小炉子，能围着它取暖，那种热乎乎的感觉可比恒温系统实在多了。	0	2.5版本肴好感度重置剧情
36		0	分析员			你之前心心念念的，不是被炉吗？	0	2.5版本肴好感度重置剧情
37		6	肴病号服			这片地哪能买到被炉啊，光是这个小电炉，我就跑了好几家店。	0	2.5版本肴好感度重置剧情
38		6	肴病号服			一发现有货，就赶紧叫你过来跟我一起享受享受~	0	2.5版本肴好感度重置剧情
39		0	分析员			那今天就沾沾你的光，领略下电炉的魅力。	0	2.5版本肴好感度重置剧情
40		0				滴滴滴——！	0	2.5版本肴好感度重置剧情
41		6	肴病号服			来了来了，一定是电炉送货上门了。	0	2.5版本肴好感度重置剧情
42		0				肴飞速找出终端，迫不及待地按下接听键。	0	2.5版本肴好感度重置剧情
43		0	店员			客人，真是不好意思，送货车途中出了车祸。您的电炉大概率是……我们向您致以诚挚的歉意。实在对不起！	0	2.5版本肴好感度重置剧情
44		0				肴原本明亮的眼神暗了下来，神色里有掩不住的失望。	0	2.5版本肴好感度重置剧情
45		6	肴病号服			没事，你们也不是故意的……	0	2.5版本肴好感度重置剧情
46		0				几句沟通后，肴挂断电话，缓缓滑坐到地板上，又下意识地将双腿蜷缩起来。	0	2.5版本肴好感度重置剧情
47		6	肴病号服			不好意思分析员，是我高兴太早，耽误你时间了。	0	2.5版本肴好感度重置剧情
48		0	分析员			没事，我今晚也没什么事要做。	0	2.5版本肴好感度重置剧情
49		6	肴病号服			嗯……那咱们就该干啥干啥，散了吧。	0	2.5版本肴好感度重置剧情
50		0				她勉强笑笑，但紧抿的嘴唇和低垂的目光却透露出她内心的失落。	0	2.5版本肴好感度重置剧情
51		0	分析员			那你之后准备？	0	2.5版本肴好感度重置剧情
52		6	肴病号服			先把这些小夜灯和装饰都拆下来吧，得帮你把房间恢复原样……哈，都是白折腾，早知道不弄这些麻烦玩意了。	0	2.5版本肴好感度重置剧情
53		0				她勉强振作起来，踏上小凳，利落地将心血拉扯下来。	0	2.5版本肴好感度重置剧情
54		0				小夜灯的微光将她肢体的颤抖映得一清二楚。	0	2.5版本肴好感度重置剧情
55		0				大约是不想再看到她失望的神情，一个想法从我脑海中浮现。	0	2.5版本肴好感度重置剧情
b-2	b-2	0					0	2.5版本肴好感度重置剧情
56	b-2-1	0				我们来做一个电炉吧！	0	2.5版本肴好感度重置剧情
57		6	肴病号服			什……什么？	0	2.5版本肴好感度重置剧情
58		0	分析员			不对，既然要做，那就做到最好。你不是一直念叨着想要个被炉吗？	0	2.5版本肴好感度重置剧情
b-3	b-3	0					0	2.5版本肴好感度重置剧情
59	b-3-1	0				我们一起做个被炉！	0	2.5版本肴好感度重置剧情
60		6	肴病号服			我……们？能做出来？	0	2.5版本肴好感度重置剧情
61		0	分析员			你没兴趣的话……那就……	0	2.5版本肴好感度重置剧情
62		6	肴病号服			我有兴趣！	0	2.5版本肴好感度重置剧情
63		0				肴突然伸手抓住了我的手腕，她的手指微微颤抖，却握得很紧。	0	2.5版本肴好感度重置剧情
64		6	肴病号服			试试吧，我想试试！	0	2.5版本肴好感度重置剧情
65		0				她的声音里带着不容置疑的坚定。	0	2.5版本肴好感度重置剧情
66		0	分析员			那天已经很晚了，我只能从后勤部仓库找些旧材料，拼拼凑凑，哪能跟新的比。	0	2.5版本肴好感度重置剧情
67		6	肴病号服			嗯~虽然那个被炉做得有点简陋，事后还被后勤部以“不安全用电”为由收走了。	0	2.5版本肴好感度重置剧情
67_1		6	肴病号服			但那个晚上……我还是很满足的！	0	
68		0				最后的成品，用“简陋”来形容都算夸奖了。	0	2.5版本肴好感度重置剧情
69		0				我们把仓库里翻出来的一个小木桌子，搭配一个时好时坏的电暖器，中间再夹一床棉被……	0	2.5版本肴好感度重置剧情
70		0				就这样拼凑出了一个既窄小又热量微弱的"被炉"。	0	2.5版本肴好感度重置剧情
71		0				即使如此，我们还是怀着期待钻入被炉，躺成了一个直角。	0	2.5版本肴好感度重置剧情
72		9	肴病号服			像模像样啊，分析员。	0	2.5版本肴好感度重置剧情
73		0	分析员			都是共同努力的结果。	0	2.5版本肴好感度重置剧情
74		0				或许是因为挨得太近，肴身上散发出若有似无的香气。	0	2.5版本肴好感度重置剧情
75		0	分析员			好香……	0	2.5版本肴好感度重置剧情
76		9	肴病号服			嗯？有香味吗？我怎么没闻到。	0	2.5版本肴好感度重置剧情
77		0	分析员			从你身上传出来的。	0	2.5版本肴好感度重置剧情
78		9	肴病号服			真的吗？是哪种香味？	0	2.5版本肴好感度重置剧情
79		0	分析员			嗯……有点像刚出炉的面包，也挺像阳光下晒的被子。	0	2.5版本肴好感度重置剧情
80		9	肴病号服			好奇怪的形容。	0	2.5版本肴好感度重置剧情
81		0				我们就这样有一句没一句地聊着，仿佛时间都变得缓慢而美好。	0	2.5版本肴好感度重置剧情
82		0				但随着夜色渐浓，被炉热量不足的问题愈加明显。	0	2.5版本肴好感度重置剧情
83		0				电暖器发出微弱的“嗡嗡”声，似乎在努力地工作，但效果甚微。	0	2.5版本肴好感度重置剧情
84		0				不知为何，肴的呼吸声里突然出现些难以察觉的不安。	0	2.5版本肴好感度重置剧情
85		0				她带着倦意的呢喃，在我的耳畔轻轻响起。	0	2.5版本肴好感度重置剧情
86		6	肴病号服			分析员，为什么人在温暖的时候，还会想起很多黑暗的瞬间呢？	0	2.5版本肴好感度重置剧情
87		0				少女将视线转向窗外，玻璃上已经结了一层薄霜，模糊了外面的世界。	0	2.5版本肴好感度重置剧情
88		0				寒意在追赶自己，它的同谋还有消散的烟花、冰冷的公园长椅和永不到来的太阳。	0	2.5版本肴好感度重置剧情
89		0				就在她即将被吞没时，一个温柔的声音回应起自己。	0	2.5版本肴好感度重置剧情
