字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H姬辰星		分析员，你最近似乎很疲惫。		
page0.2	H姬辰星		在上午的例会上，我看到你打了12个哈欠。		
page0.3	H主角		感谢关心，不过辰星你开会时候一直盯着我看吗？		
page0.4	H姬辰星		咳，这不是重点。		
page0.5	H姬辰星		我是想说，如果分析员需要的话，可以从我这里挑一本感兴趣的书去看看。		
page0.6	H姬辰星		阅读能使大脑放松，晚上睡前看半个小时就好。		
page0.7	H主角		嗯，有道理，那让我看看……		
					
choice1			选《朔州通史》		
page1.1	H姬辰星		分析员对朔州地区的历史感兴趣吗？		
page1.2	H主角		毕竟是辰星的家乡，也想多了解一些。		
page1.3	H姬辰星		这，这样吗……那以后我也会和分析员多讲一些的。		
					
choice2			选《泰坦物质与三相转化特性》		
page2.1	H姬辰星		这本书是陶董写的，目前是公司内部读物。		
page2.2	H主角		原来如此，除了她确实也没多少人懂这个。		
page2.3	H姬辰星		能在物质、能量和信息之间转化，泰坦物质确实很神奇。		
					
choice3			选《昏迷三年的他醒来，收到了十三位女主角的同时告白》		
page3.1	H主角		这本书是……		
page3.2	H姬辰星		上次路过公司附近的书店，偶然看到的……		
page3.3	H主角		都已经到出版的程度了吗……真厉害啊。		
