字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芬妮		短短的几个月，怎么出了这么多事情。		
page1.2	H主角		好在大家都安全回来了。		
page1.3	H主角		而且芬妮看起来，还是那么活力十足。		
page1.4	H芬妮		那当然，保持良好的状态是偶像的必修课啦。		
page1.5	H芬妮		不过，我还是非常需要休假！		
page1.6	H主角		那当然没问题，陶董给了我们每个人很长一段调休。		
page1.7	H主角		没有任务的时候，就可以用上了。		
page1.8	H芬妮		休假的时候，分析员有没有想去的地方？		
page1.9	H主角		我？可能和恩雅姐打声招呼，去雅卢岛休养，或者去耶洛沙试试滑雪吧……		
page1.10	H主角		如果能在明灯新仪期间休假的话，在总部附近的商业街度过也不是不行。		
page1.11	H芬妮		喂喂，就不能有点新意吗？		
page1.12	H芬妮		去山里试试攀岩，或去沙漠区体验下滑沙？		
page1.13	H主角		听起来确实不错。		
page1.14	H芬妮		那休假的时候，你一定要跟我一起来哦。		
