字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H晴		好安静。		
page1.2	H晴		这里是……		
page1.3	H晴		一点光亮都没有，连医疗室的仪器声都听不见了。		
page1.4	H晴		甚至，快要感觉不到自己……		
page1.5	H晴		分析员……在哪儿？		
page1.6	H晴		……		
page1.7	H主角		做噩梦了？		
page1.8	H晴		嗯。		
page1.9	H晴		最近这段时间经常会做噩梦。		
page1.10	H主角		难怪，你的脸色近期一直都不太好。		
page1.11	H主角		我听医师说了，刚回来的时候，你睡的时间比醒的时间久。		
page1.12	H晴		不过还好，那时候的噩梦我都不怎么记得。		
page1.13	H主角		你刚刚做了什么样的梦？		
page1.14	H晴		……不重要了。		
page1.15	H晴		因为我知道梦里的事情不会发生的。		
page1.16	H主角		嗯？		
page1.17	H晴		因为我一睁开眼睛，你就在这里。		
