字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		早上好，里芙。你之前有尝试过用符号来传递信息吗？		
page1.2	H里芙		……很少，临时起意的符号容易被对方错误理解。分析员怎么突然问起这个？		
page1.3	H主角		我最近看到一本有关密码学的书籍，里面说在没有文字的时代，人们会通过画图交流和记录。		
page1.4	H主角		海姆达尔小队也可以搞一套简易的符号密码，方便紧急状况下给队友留线索。		
page1.5	H里芙		……嗯，我觉得分析员的想法很好，只要提前制定好统一标准。		
page1.6	H里芙		不过，还是觉得书里讲那些原始的沟通很不可思议。		
page1.7	H里芙		如果没有提前商量，寥寥几笔线条可以有无数种解读。		
page1.8	H主角		我觉得也不完全是这样哦。不如里芙来画一个符号吧，我来试着猜猜想表达什么？		
page1.9	H里芙		呃……好吧，我试试。分析员请看。		
page1.10	H主角		嗯，这是一个简单又流畅的线条，而且图形很对称。		
page1.11	H主角		如果是在执行任务的场合，代表这里暂时没有威胁，或者画符号的人是安全的，对吗？		
page1.12	H里芙		？！分析员猜得……很准。		
page1.13	H主角		哈哈，我并不是瞎猜的，是基于我对里芙的了解推理出来的。		
page1.14	H主角		所以你看，在拥有默契的人之间，文字以外的顺利沟通也不难理解，不是吗？		
page1.15	H主角		不过里芙说得很对，还是要尽量提前明确各种符号的含义。		
page1.16	H主角		至于小队的符号图鉴，第一个就先收录里芙画下的这个符号吧！		
page1.17	H里芙		嗯，好。		
