字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		小琴诺……你头发的颜色？		
page1.2	H琴诺		嗯……我和莫尔索商量了一下，决定在基地里还是保持原来的样子……		
page1.3	H主角		理由呢？		
page1.4	H琴诺		因为白色的头发……还是有点难为情，如果可以的话，我们还是不希望引起大家的注意……		
page1.5	H琴诺		当然……分析员除外。		
page1.6	H主角		啊……虽然很想吐槽在这里白发可不是什么稀有属性，但还是按你们喜欢的来就好。		
page1.7	H主角		说起来莫尔索最近的状况如何？		
page1.8	H琴诺		她平时的话大部分时间都在睡觉……不过只要一说起和分析员有关的话题就会主动跑出来。		
aside01			（手机的震动声）		
page1.9	H琴诺		您看，她已经感觉到您就在边上了……		
page1.10	H琴诺		那……那个……分析员如果暂时不忙的话……可以再借用些您的时间吗？		
page1.11	H主角		当然可以，不如下午我带你们一起去逛街吧。		
page1.12	H主角		听说附近新开了家巧克力店，莫尔索一定会喜欢那儿的。		
page1.13	H琴诺		嗯！		
