字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H猫汐尔		嘎……嘎哈？		
page1.2	H主角		（这段时间猫汐尔总是发出奇怪的声音，稍微有点在意……）		
page1.3	H主角		你在做什么呢……		
page1.4	H猫汐尔		从口癖开始，我正在训练自己变成更加接近那家伙的存在，嘎呜。		
page1.5	H主角		你是说伊切尔吗？		
page1.6	H猫汐尔		嗯，想要击败对手，就先要了解对手，嘎啊。		
page1.7	H猫汐尔		我要从她那把重要的分析员夺回来，嘎吼。		
page1.8	H主角		不要把我说得像是宠物玩具一样，而且老实说，我希望你们能好好相处。		
page1.9	H猫汐尔		无法共存，我和她一定是无法相互理解的，嘎嘎。		
page1.10	H主角		看出来了……你的口癖插入频率也太多了，而且每次都不一样，还都是错的。		
page1.11	H主角		我想想……伊切尔的叫声，应该更像是……“嘎嗷”？		
page1.12	H猫汐尔		呜喵？！分析员居然记得那么清楚！		
page1.13	H猫汐尔		彻底落败了……		
