字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		看什么呢，这么认真？		
page1.2	H茉莉安		唔，算是在挑选下次拍摄的合作伙伴吧。		
page1.3	H主角		这也是可以自己选择的吗？		
page1.4	H茉莉安		毕竟，想要捕捉到好的画面，与合作伙伴之间是需要一些默契的。		
page1.5	H茉莉安		分析员可以帮我一起选选吗？		
page1.6	H主角		没想到要选的居然是这些毛茸茸的小动物。		
page1.7	H主角		不过说实话，我很难把小动物和军火商联想到一起。		
page1.8	H茉莉安		这次不是阴极科技的商品拍摄哦，是我个人的拍摄委托。		
page1.9	H茉莉安		我特意去咨询了我的家庭医生，她告诉我毛茸茸的小动物能帮助精神压力大的人疏导内心的压力。		
page1.10	H茉莉安		没时间亲手摸小动物的话，看相关的视频也会有很大的益处。		
page1.11	H主角		很期待看到你的作品。		
page1.12	H茉莉安		嘘……		
page1.13	H茉莉安		分析员，这是我专门拍来送给你的礼物。		
