字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		呃……		
page1.2	H主角		你把我叫来，就让我一直坐在这里？		
page1.3	H妮塔		没错！你最好能躺下！		
page1.4	H主角		你找我真的不是有其他的事情要说？		
page1.5	H妮塔		放心，绝对没有！		
page1.6	H妮塔		我就是想把你拉来，让你好好休息而已。		
page1.7	H妮塔		刚结束耶洛沙的长途跋涉，现在快速解决了零区的紧急任务。		
page1.8	H妮塔		铁打的身子也受不了啊。		
page1.9	H妮塔		平时分析员总是关心我的生活起居，现在就让我来关心你吧！		
page1.10	H主角		可为什么一定要在你的房间……		
page1.11	H妮塔		还不是因为——		
page1.12	H妮塔		每次你在大厅，都会被各种各样的人叫走帮忙。		
page1.13	H妮塔		在这里就不用担心你又被人叫走了。		
page1.14	H妮塔		我会好好看着你休息的，嘿嘿。		
