字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H伊切尔		呜嗯，分析员……		
page1.2	H主角		怎么了伊切尔？		
page1.3	H伊切尔		我昨晚做噩梦了，好可怕！		
page1.4	H伊切尔		只不过，我醒过来的时候，就忘掉梦到什么了。		
page1.5	H主角		这不是挺好的吗？		
page1.6	H伊切尔		不行，我要想起来，打败它，下次才不会梦到！		
page1.7	H主角		……行吧，那是梦到过去在耶洛沙的事情了吗？		
page1.8	H伊切尔		不是，伊切尔才不怕那些坏家伙。		
page1.9	H主角		嗯，那是因为最近的医疗部体检？		
page1.10	H伊切尔		白大褂阿姨们是有点凶……但伊切尔也不怕。		
page1.11	H主角		那我也想不出来了。		
page1.12	H主角		先去吃点东西吧，待会再想。		
page1.13	H伊切尔		啊，吃东西！		
page1.14	H伊切尔		我想起来了，我梦到餐厅的菜全变成了青椒！呕……		
page1.15	H主角		原来是因为这个……		
