字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H苔丝		嗯，接下来是这边……		
page0.2	H苔丝		好，这样就完成了！		
page0.3	H苔丝		久等啦，下次任务需要的道具也准备好了。		
page0.4	H主角		都做了些什么？		
page0.5	H苔丝		晕头转向弹，超强力黏黏球，还有兔兔军团。		
page0.6	H苔丝		都是些小玩意，不过总能派上用场。		
page0.7	H苔丝		分析员，你有兴趣吗？		
choice1			晕头转向弹是什么？		
page1.1	H苔丝		从外表上看就是普通的烟雾弹，但实际上嘛……		
page1.2	H苔丝		我在烟雾中混入了麻醉剂，越是急着离开，越容易被困住哦。		
choice2			超强力黏黏球是什么？		
page2.1	H苔丝		我找芙提雅老师调制的超强力胶水，配合上这个弹力球……		
page2.2	H苔丝		把它们组合起来，就能一下子让敌人动弹不得了。		
choice3			兔兔军团是什么？		
page3.1	H苔丝		猫汐尔老师帮我做了好多机械兔子，不仅跑得快而且不容易损坏。		
page3.2	H苔丝		搭载上这个放电装置，就能控制住多个目标了。		
page4.1	H主角		有意思，不介意的话也给我一个吧。		
page4.2	H苔丝		当然没问题了，分析员想要多少都可以，哎嘿嘿。		
