字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		游戏高手，我想请教一个问题。		
page0.2	H安卡希雅		……你说。		
page0.3	H主角		你会玩恋爱游戏吗？		
page0.4	H安卡希雅		早说了，没有我不会玩的游戏。		
page0.5	H主角		感觉完全想象不出来你会去玩。		
page0.6	H安卡希雅		文字类游戏都一样，要做的不过是积累数值和做对选择。		
page0.7	H安卡希雅		剩下的，就是靠足够的耐心刷出全结局。		
page0.8	H主角		不愧是你。		
page0.9	H安卡希雅		话说回来，你问这个做什么？		
page0.10	H主角		没什么，今天刚好看到一个新的恋爱游戏。		
page0.11	H主角		貌似是个虚拟现实互动游戏，感觉挺有意思的。		
page0.12	H安卡希雅		原来你喜欢这种。		
page0.13	H安卡希雅		平时队里这么多女孩子，还没看够吗？		
page0.14	H主角		咳咳！我就只是偶然看到了那个游戏而已，你不要擅自脑补。		
