字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H妮塔		想不通，我真的是一点儿都想不通！		
page0.2	H主角		怎么了？		
page0.3	H妮塔		昨天安卡希雅拉着我看了一部古早青春校园动画。		
page0.4	H妮塔		男主和女主明明互相有好感，就是不知道为什么一直没有向对方表白。		
page0.5	H妮塔		看得我简直要急死了！		
page0.6	H妮塔		如果换作我是主角，一定在察觉到自己心意的第一时间蹦起来大喊“喜欢你”！		
page0.7	H妮塔		这样搞不好到动画结尾的时候，孩子都会走路了！		
page0.8	H主角		古早青春校园动画啊……		
page0.9	H主角		大概那部动画里既没有成年病，也没有泰坦， 男女主都是单纯清澈又善良的学生。		
page0.10	H主角		有些迟钝，又有些患得患失，所以只能小心翼翼地一点点去接近、去试探。		
page0.11	H妮塔		分析员你好像很懂啊，安卡希雅也吐槽我欣赏不了这种暧昧拉扯的美。		
page0.12	H妮塔		我的话，绝对不要因为缺少勇气而迟疑，因为迟疑而留下遗憾。		
page0.13	H妮塔		毕竟这个时代，谁知道明天会怎么样呢……分析员，你笑什么？		
page0.14	H主角		你能这么想，挺好的。		
page0.15	H主角		真的。		
