字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H恩雅		还是不太合适……		
page0.2	H主角		恩雅姐，你找我？		
page0.3	H恩雅		嗯，快来帮我定一下小家伙的名字～		
page0.4	H恩雅		这么可爱的小生物，必须要有合适的名字嘛。		
page0.5	H主角		我记得，很多女生会用喜欢的食物品名给宠物命名。		
page0.6	H主角		麻薯、豆包之类的。		
page0.7	H恩雅		我喜欢的食物……		
page0.8	H恩雅		牛肉塔塔、焗蜗牛、油封鸭腿——		
page0.9	H恩雅		但是不是有点不够可爱？		
page0.10	H主角		要不然，还是让它做自己……		
page0.11	H主角		那用恩雅姐喜欢的文学作品的主角名字，来给它命名呢？		
page0.12	H恩雅		唔，我还是觉得，名字要独特一点吧，只属于这个小家伙……		
page0.13			和恩雅姐讨论了很久，最终也没能给小家伙定下名字。		
