字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		你已经站这看得够久了，这里并不能看到零区内的景象。		
page0.2	H妮塔		我知道，我只是必须得做点什么。		
page0.3	H妮塔		“芬布尔之冬”后，零区内适合生存的空间越来越少了，就连缓冲区也状况堪忧。		
page0.4	H妮塔		公司和军方却因为担心污染外溢不肯将缓冲区的人接出来。		
page0.5	H妮塔		隔离墙隔离的到底是谁！		
page0.6	H主角		如果你是在担心你零区的朋友，那么我来想想办法。		
page0.7	H妮塔		谢谢你这么说。我太心急了，刚才有点失控。		
page0.8	H妮塔		其实，我去找过陶董，想聊聊关于拾荒者的事情，可我根本见不到她的面。		
page0.9	H主角		这的确不是她关心的话题。		
page0.10	H妮塔		几天前，我找到拾荒者，但她们拒绝与我谈话。		
page0.11	H妮塔		自从郊狼的首领失去行踪后，她们变得更警惕了，而身为海姆达尔的我……		
page0.12	H妮塔		我只能留下数据金和一些抑制剂。		
page0.13	H主角		你已经做了你能做的。		
page0.14	H妮塔		不，还不够！		
page0.15	H妮塔		分析员，如果真的是前董事那帮老不死搞出的泰坦，我早晚有一天要把他们的脸全都砸烂！		
page0.16	H妮塔		然后……然后还有那些墙！		
page0.17	H妮塔		等到泰坦消失的那天，我要亲手毁掉那些隔离墙。		
page0.18	H主角		到时，我和你一起。		
page0.19	H妮塔		一言为定。		
