字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H芙提雅		啊！分析员，你终于来啦！		
page0.2	H主角		其实我很早就来了……		
page0.3	H主角		这么认真，忙什么呢？		
page0.4	H芙提雅		哼哼，芙提雅老师早早做好了调研！		
page0.5	H芙提雅		我们后续的任务，很可能需要到遥远的北方，一个非常寒冷的地方。		
page0.6	H芙提雅		所以，我正在预研服装的温度调节系统。		
page0.7	H主角		天启者的体质，应该很耐寒？		
page0.8	H芙提雅		唔，确实是。不过，耐寒也是能感受到寒冷的。		
page0.9	H芙提雅		芙提雅老师不喜欢冷冷的！		
page0.10	H主角		好吧……不过，这种服装升级需求，为什么不交给研发部？		
page0.11	H芙提雅		这是我擅长的领域，当然要自己解决。		
page0.12	H芙提雅		芙提雅老师绝对不能给别人添麻烦！		
