字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H瑟瑞斯		小草，小草，再多喝一点吧。		
page0.2	H瑟瑞斯		小金鱼，不要躲起来，再让我多看看你。		
page0.3	H主角		……		
page0.4	H瑟瑞斯		！！！		
page0.5	H瑟瑞斯		……哈，被分析员看到了我犯傻的样子了。		
page0.6	H主角		你在做什么？		
page0.7	H瑟瑞斯		这次出外勤貌似要很久，我总有点放心不下它们，想着要好好告别才行。		
page0.8	H主角		不要担心，你的绿植和金鱼缸都配备了生态维持系统。		
page0.9	H主角		小吉也会在你出外勤的这段时间替你照看它们。		
page0.10	H瑟瑞斯		……		
page0.11	H主角		还是放心不下吗？		
page0.12	H主角		那不如把它们现在的样子拍下来，这样等你回来的时候，就知道它们有没有被好好照顾了？		
page0.13	H瑟瑞斯		这个主意好！		
