字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H肴		分析员，很准时嘛。		
page0.2	H主角		说好的这次行动结束，我就来你这体验一下被炉，毕竟你和我推荐了那么多次。		
page0.3	H肴		那还等什么？我已经准备好了零食，快来！		
page0.4	H主角		薯片、气泡水，还有……		
page0.5	H肴		还有炸鸡！这些和被炉最配了有没有？		
page0.6	H肴		怎么样，怎么样？		
page0.7	H主角		好暖和，整个人都跟着放松了下来，有点懒懒的。		
page0.8	H主角		“养生专家”？		
page0.9	H肴		养生呢，当然是保持轻松愉悦的心情最重要啦，嘿嘿……		
page0.10	H肴		哎？		
page0.11	H主角		怎么了？		
page0.12	H肴		刚才在被炉下，脚……		
page0.13	H肴		绝对不是因为分析员你的腿太长，一定是被炉小了！		
page0.14	H主角		……		
