字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		（琴诺似乎又在打电话。）		
page0.2	H琴诺		啊，是分析员！		
page0.3	H主角		抱歉，是打扰到你打电话了吗？		
page0.4	H琴诺		没……没有，分析员的话，没关系的。		
page0.5	H琴诺		分析员是、是找琴诺吗？		
page0.6	H琴诺		需要我出任务吗？还是琴诺做错了什么？		
page0.7	H主角		别紧张，我只是来看看你。		
page0.8	H琴诺		对不起，在任务中，琴诺一直没有很好地帮上分析员……		
page0.9	H琴诺		而且好像一直在给你添麻烦。		
page0.10	H主角		不要总是道歉，海姆达尔不需要出任务，才是我所期待的。		
page0.11	H主角		所以小琴诺能在这里安静、幸福地生活，就是在帮我。		
page0.12	H琴诺		可是……我想为分析员做点什么。		
page0.13	H主角		如果非要为我做点什么的话……		
page0.14	H主角		你下次想要打电话的时候，打给我吧。		
page0.15	H主角		和我聊聊天，帮我解解闷。		
