字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H苔丝		好饿……		
page0.2	H主角		这次任务强度确实很高，辛苦了。		
page0.3	H主角		待会一起去吃饭吧。		
page0.4	H苔丝		好耶，我要吃好多好多甜点。		
page0.5	H苔丝		可丽饼，布丁，草莓圣代，还有……		
page0.6	H主角		甜点饭后再吃吧，正餐还是需要吃点肉和碳水。		
page0.7	H苔丝		呜，可吃完饭就吃不下甜点了。		
page0.8	H主角		我听说美少女都有专门用来放甜食的胃来着。		
page0.9	H苔丝		不要相信这种只存在于动画中的设定啊！		
page0.10	H苔丝		分析员，我们今天就直接去吃甜点嘛，好不好？		
choice1			答应苔丝		
page1.1	H主角		好吧好吧，出发，可丽饼店，我请客。		
page1.2	H苔丝		耶！		
choice2			拒绝苔丝		
page2.1	H主角		听话，我们先去吃些简餐，再去吃甜点。		
page2.2	H主角		好东西总要留到后面。		
page2.3	H苔丝		唔……有道理。那我们现在就出发吧！		
