字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H苔丝		锵锵，又到了苔丝的魔术时间。		
page0.2	H苔丝		今天要给分析员讲的是“误导”的技巧。		
page0.3	H主角		这个我知道，在魔术中很常用吧。		
page0.4	H主角		大概意思就是让观众的注意力集中在其他地方，以掩盖魔术师的小动作。		
page0.5	H苔丝		没错没错，分析员果然懂很多东西！		
page0.6	H苔丝		那就来实践一下吧，接下来我要把头发变成黑色。		
page0.7	H主角		这，不太可能吧。		
page0.8	H苔丝		哼哼，没有什么是不可能的。		
page0.9	H苔丝		第一步，先念咒语：呜哩乌拉呜噜乌拉。		
page0.10	H苔丝		第二步，我要把我的咖啡浇到头顶来染色！		
page0.11	H主角		你认真的？		
page0.12	H苔丝		来吧！把杯子递给我。		
page0.13	H主角		……		
page0.14	H主角		你的杯子，消失了？		
page0.15	H苔丝		答对了。		
page0.16	H苔丝		怎么样，这就是误导哦？		
