字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H晴		分析员，最近看你的气色变得更好了。		
page0.2	H晴		怎么样，坚持练习瑜伽还是挺有帮助的吧？		
page0.3	H主角		最初那段时间有点不太习惯，拉伸的感觉很酸爽，平衡也不是很好掌握。		
page0.4	H主角		不过，晴的指导很专业，我很快就能适应了。		
page0.5	H主角		起床的时候练个十五分钟，能迅速帮我唤醒身体。		
page0.6	H晴		你真的有坚持练习吗？		
page0.7	H晴		让我检查下你的肌肉状态就知道了——		
page0.8	H晴		虽然藏在衣物下不易看出，但分析员的肌肉状态比我料想的更棒。		
page0.9	H晴		无论是线条，还是柔韧性。		
page0.10	H主角		晴的肌肉手感也不错。		
page0.11	H晴		哎？什么时候……		
page0.12	H主角		你不记得了？就是上次你为我演示瑜伽动作，让我感受肌肉发力方式的时候。		
