字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		里芙之前去过耶洛沙地区吗？		
page0.2	H里芙		没有，听说那里是真正的雪境，和零区的“雪”不一样。		
page0.3	H里芙		如果有机会，我想去看看。		
page0.4	H主角		那到时候你想做点什么呢？		
page0.5	H里芙		做点什么……分析员有什么建议吗？		
page0.6	H主角		高山滑雪？耶洛沙有全世界顶级的天然雪场。		
page0.7	H主角		不过比起滑雪，里芙给人的印象好像更适合那种冰上运动？		
page0.8	H里芙		其实我在成为瓦尔基里游戏的女武神之前，有练习过一段时间冰上舞蹈，不过称不上擅长。		
page0.9	H里芙		最开始纯粹是为了提升仪态气质以及强化控制力，后来我自己也逐渐喜欢上这一运动，享受在冰上旋转跳跃滑行的自由感。		
page0.10	H主角		怪不得你的姿态总是既凛然又优美。		
page0.11	H主角		下次有机会的话，跳给我看吧，我很期待。		
page0.12	H里芙		……降临事件后，我再也没有练习过冰舞了，大概已经生疏了不少。		
page0.13	H里芙		不过既然分析员想看，我会尽量试试。		
page0.14	H里芙		希望不会令分析员失望。		
