字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H晴		分析员，有什么事情吗？		
page0.2	H主角		卡罗琳让我帮忙协助回收下问卷调查，说是为了解海姆达尔部队成员的居住体验。		
page0.3			一段时间过后		
page0.4	H主角		嗯，这还有一个问题。你回到房间后的第一件事是做什么？		
page0.5	H晴		第一件事么……		
page0.6	H晴		先换掉义肢，再换掉衣服。		
page0.7	H主角		晴居然是先换义肢？这和我想的不太一样。		
page0.8	H晴		在基地内没必要装备战术型生化义肢。日常生活的话，这副仿生义肢要更加舒适便捷。		
page0.9	H晴		不光是外表看起来一样，习惯了之后，它使用起来和我自己的手臂没有任何区别。		
page0.10	H主角		（确实如此，这样的晴甚至偶尔会令人忘记她的右臂其实是义肢这个事实。）		
page0.11	H晴		说起来，要多谢分析员送我的多功能维护立柱。		
page0.12	H晴		无论是更换义肢还是日常维护，都更方便了呢。		
