字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		里芙，我发现你最近申请增加了训练强度。		
page0.2	H主角		你看起来脸色有点苍白，真的不要紧吗？		
page0.3	H里芙		我没事，上次去雅卢岛已经休息得足够久了。		
page0.4	H主角		距离上次休假已经过去很长时间了。		
page0.5	H主角		这几个月，你不是出任务就是将自己关在训练室。		
page0.6	H主角		“芬布尔之冬”后，你将自己逼得更紧了。		
page0.7	H里芙		俱卢、阿尔斯特、千羽……这些地区的隔离区建设完全跟不上泰坦污染扩散的速度。		
page0.8	H里芙		位于耶洛沙的九十一区已经发布了大量人员失踪报告。		
page0.9	H里芙		哪怕是零区……分析员，你我都知道，尤克特拉希尔变得更加“茂盛”了。		
page0.10	H里芙		隔离墙阻止不了“那种力量”蔓延，只能挡住墙里的人。		
page0.11	H主角		而我们是唯一有能力与其对抗的，“海姆达尔部队能否成为人类新的神明”么……		
page0.12	H里芙		我不是神， 我只是个复仇者。		
page0.13	H里芙		而你……只要有你在，我就不会迷失。		
page0.14	H里芙		所以，别皱着眉了。		
