字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		辰星，原来你在这里啊		思考动作，在3楼抓娃娃机前
page0.2	H姬辰星		我听说这台抓娃娃机在安卡希雅的强烈建议下前两天刚完成了改造，现在已经具备实际功能，所以想过来看看。		
page0.3	H主角		只看看么，不打算亲自试一试？		
page0.4	H姬辰星		我已经站在这观察了一个下午，一共有十二个人来尝试。		
page0.5	H姬辰星		其中有两个人成功抓到了娃娃，还有一人一次抓起来两个娃娃。		
page0.6	H姬辰星		虽然我可以凭借记忆完全复制成功者的操作，不过仍有一定概率会失败。		
page0.7	H姬辰星		分析员……		
page0.8	H主角		放轻松。如果你觉得我在旁边有压力的话， 那我也可以回避。		
page0.9	H姬辰星		不，我需要分析员的指导和建议。		
page0.10	H姬辰星		我该抓哪一个娃娃？		
					
choice1			白色兔子		
page1.1	H主角		白色兔子吧。		
page1.2	H姬辰星		好，我试试。		
					
choice2			黄色鸭子		
page2.1	H主角		黄色鸭子吧。		
page2.2	H姬辰星		好，我试试。		
					
choice3			橘色萝卜		
page3.1	H主角		橘色萝卜吧。		
page3.2	H姬辰星		好，我试试。		
					
page4.1	H姬辰星		看样子，还是失败了。		
page4.2	H姬辰星		我果然不适合这类的游戏。		
page4.3	H主角		可你的表情看起来很开心。		
page4.4	H姬辰星		嗯，因为和分析员有关的回忆又多了一份。		微笑
