字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		伊切尔——嗯？又在鼓捣你的武器吗？	0	
page1.2	H伊切尔		嗯嗯，武器每天都要保养才行。	0	
page1.3	H主角		话说回来，我之前就想问了。	0	
page1.4	H主角		伊切尔是什么时候学会用枪的？	0	
page1.5	H伊切尔		大概就是躲在马梅里村的那段时间……	0	
page1.6	H伊切尔		娜塔莎婆婆给我讲了一个故事。	0	
page1.7	H伊切尔		有一个戴着红色帽子的小女孩要给住在雪原深处的外婆送好吃的。	0	
page1.8	H伊切尔		当她走到落叶松树林时，一只大黑狼突然出现，和小女孩搭起话来。	0	
page1.9	H主角		（好像是很经典的童话。）	0	
page1.10	H伊切尔		还好小女孩看出了大黑狼是坏蛋，用随身带的枪把大黑狼打死了。	0	
page1.11	H主角		啊？	0	
page1.12	H伊切尔		有了狼皮，小女孩和外婆度过了温暖的冬天。	0	
page1.13	H伊切尔		所以这个故事告诉我们，平时要保养好武器，随身带好。	0	
page1.14	H主角		耶洛沙人的教育方式还真是……强悍。	0	
