字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H猫汐尔		唔喵喵……	0	
page1.2	H主角		一直盯着我做什么？	0	
page1.3	H猫汐尔		从耶洛沙回来后，分析员灵魂的密度增加了。	0	
page1.4	H主角		这都能看得出来，不愧是猫汐尔。	0	
page1.5	H猫汐尔		这并不是在说笑，分析员。	0	
page1.6	H猫汐尔		我很担心，背负着如此之多悲愿……	0	
page1.7	H猫汐尔		有朝一日，你将变得不再是你……	0	
page1.8	H主角		别担心，真正的我始终都在这里，哪都不会去的。	0	
page1.9	H猫汐尔		但愿如此。	0	
page1.10	H猫汐尔		不过假设真的有一天，你在过往与未来之间迷失了方向的话……	0	
page1.11	H猫汐尔		还请不要忘记，“此刻”的大门始终为你而开。	0	
page1.12	H主角		（感觉稍微有点抽象……不过……）	0	
page1.13	H主角		我明白了，谢谢你猫汐尔。	0	
page1.14	H猫汐尔		唔喵。	0	
