字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H妮塔		哟，分析员早！		
page1.2	H主角		早啊，妮塔。		
page1.3	H主角		这几天休假，你怎么还起得这么早。		
page1.4	H妮塔		早起的饭最好吃呀。		
page1.5	H主角		啊？不是都一样吗？		
page1.6	H妮塔		哈哈，开玩笑啦。是以前养成的习惯。		
page1.7	H主角		说起来，每天起床后第一个在大厅见到的都是妮塔。		
page1.8	H主角		最后一个回房间睡觉的，好像也是你。		
page1.9	H妮塔		嘿嘿，以前我还在讨生活的时候，要赶早才能抢到报酬最高的委托嘛。		
page1.10	H妮塔		优质的生活，当然要靠自己的双手！		
page1.11	H妮塔		说起来，在海姆达尔也一样。		
page1.12	H妮塔		早点起来，说不定我就是第一个碰到分析员的，也好混入你的小队！		
page1.13	H主角		妮塔真是勤劳啊。		
page1.14	H主角		不过我有个疑问，工作这么认真我可以理解，那晚上怎么不早点回房间？		
page1.15	H妮塔		当然是为了监督分析员有没有安全回到基地！		
