字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		（感觉芬妮最近有点不太开心。）		
page1.2	H主角		芬妮，在忙吗？		
page1.3	H芬妮		倒是没有。		
page1.4	H主角		那跟我走，我请你看电影。		
page1.5	H芬妮		怎么突然想看电影了？		
page1.6	H主角		去耶洛沙之后，就几乎没有好好放松过了。		
page1.7	H主角		而且，我还得好好感谢芬妮跑到耶洛沙来救场呢。		
page1.8	H芬妮		好吧。		
aside01			两小时后		
page1.9	H主角		（怎么感觉芬妮更不开心了……）		
page1.10	H主角		是电影不好看吗？怎么感觉你还是闷闷不乐的。		
page1.11	H芬妮		原来你这个大木头能看出来啊。		
page1.12	H芬妮		电影的主角经历那么多危险与困难，最后拯救世界，还要被人误解。		
page1.13	H芬妮		分析员是不是也……		
page1.14	H主角		芬妮一直想着这个才不开心吗？		
page1.15	H主角		我可不是电影里的孤胆英雄。		
page1.16	H主角		我还有一位闪亮的小狮子会一直站在我身边，不是吗？		
