字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H里芙		分析员，最近感觉身体还好吗？	0	
page1.2	H主角		嗯……有相关人员制定恢复方案，暂时可以控制身体里残留的泰坦物质……	0	
page1.3	H里芙		不用勉强，用药的过程应该不轻松吧？	0	
page1.4	H主角		嗯，是有点，但也还好。	0	
page1.5	H主角		其实那个时候，我会想起里芙所经历的神经疼痛。	0	
page1.6	H主角		这样的体验也让我对里芙稍微有了更多的了解，所以，还好。	0	
page1.7	H里芙		能力的变化总是伴随着痛苦，对吗？	0	
page1.8	H主角		也许吧。	0	
page1.9	H主角		之前为了控制住体内的泰坦物质，我曾学习过一种很特别的“遗忘”技巧，那感觉就像把一部分记忆“格式化”了一样。	0	
page1.10	H主角		如果疼痛的记忆也能被“格式化”，只留下已经变强的能力，大概很多人都会趋之若鹜吧。	0	
page1.11	H里芙		把记忆“格式化”么……如果是为了防止精神崩溃，采取这种必要手段倒也不错。	0	
page1.12	H里芙		不过，总觉得不管什么东西、只要存在，都会有它存在的意义。	0	
page1.13	H里芙		我有时候会觉得……正是因为心中存有疼痛的记忆，我才记得自己变强的理由。	0	
page1.14	H主角		里芙……	0	
page1.15	H里芙		总之，如果分析员恢复期间身体出现了什么异常，请一定要让我知道。	0	
