字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H瑟瑞斯		怎么办……怎么办……	0	
page1.2	H主角		发生什么事了？	0	
page1.3	H瑟瑞斯		分析员来得正好，可以帮帮我吗？	0	
page1.4	H瑟瑞斯		就在刚刚，伊切尔说要吃掉我的热带鱼。	0	
page1.5	H主角		哎——她这么说了吗？！	0	
page1.6	H瑟瑞斯		嗯嗯，千真万确！	0	
page1.7	H主角		我想想……也许她想说的是“我很喜欢你的热带鱼。”	0	
page1.8	H主角		那孩子的表述方式的确有些奇怪。	0	
page1.9	H瑟瑞斯		是这样吗？那看来我错怪她了……刚刚还对她大叫来着的……	0	
page1.10	H瑟瑞斯		可以拜托分析员帮个忙吗？	0	
page1.11	H主角		什么？	0	
page1.12	H瑟瑞斯		我想要挑几条好看的热带鱼送给她……并向她道歉。	0	
page1.13	H瑟瑞斯		不过老实说，我有点怕她……所以……可以陪我一起去找她吗？	0	
page1.14	H主角		没问题，不过我先提醒一下。	0	
page1.15	H主角		也有可能她是真的想吃热带鱼。	0	
page1.16	H瑟瑞斯		哎？！	0	
page1.17	H主角		放心好了，到时候我会纠正她的。	0	
