字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		总觉得已经很久没有过安静地和茉莉安一起喝茶了。		
page1.2	H主角		果然还是茉莉安泡的茶最好喝。		
page1.3	H茉莉安		分析员能喜欢就最好了。		
page1.4	H茉莉安		原本还担心分析员的口味有了变化……我来不及准备。		
page1.5	H茉莉安		你能喜欢就好。		
page1.6	H主角		你居然还记得我喜欢的口味！		
page1.7	H主角		不过这次的茶，喝起来和以前的有一些奇妙的差别。		
page1.8	H茉莉安		果然，我还是搞砸了。		
page1.9	H主角		啊？		
page1.10	H茉莉安		其实，我知道了分析员在耶洛沙经历过的事……		
page1.11	H茉莉安		分析员这段时间……精神负担一定非常重吧。		
page1.12	H茉莉安		所以，我这次给分析员专门准备了有安神效用的茶。		
page1.13	H茉莉安		只不过我很少泡这种茶，还没掌握好它的口感，抱歉。		
page1.14	H主角		茉莉安，茶的味道非常好。		
page1.15	H主角		这种特殊的味道，对我来说是惊喜。		
