字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T神秘球		勇敢帅气的分析员哟，我是一颗神秘的球——	0	dlc30蓝图岛对话
page1.2	T神秘球		您想得到蓝图岛上独一无二的宝藏吗？	0	dlc30蓝图岛对话
page1.3	T神秘球		那请回答我一个问题，您是否愿意与安卡希雅制作人在蓝图岛上共度余生？	0	dlc30蓝图岛对话
page1.4	H主角		这不会就是你在岛里塞的“特殊道具”吧？	0	dlc30蓝图岛对话
page1.5	T安卡希雅		啊，居然又被分析员看穿了。	0	dlc30蓝图岛对话
page1.6	H主角		虽然我不知道它给的是什么，但我猜应该还是那种近乎犯规的道具。	0	dlc30蓝图岛对话
page1.7	H主角		鉴于你屡教不改，这个东西我就没收了。	0	dlc30蓝图岛对话
page1.8	T安卡希雅		至少——至少把那几条问题的代码留下！	0	dlc30蓝图岛对话
page1.9	H主角		我考虑考虑——	0	dlc30蓝图岛对话
page1.10	T神秘球		订单系统设置成功——使用权限归属人已指定，欢迎美丽的安卡希雅制作人使用零食订单系统~	0	dlc30蓝图岛对话
page1.11	T安卡希雅		这是？	0	dlc30蓝图岛对话
page1.12	H主角		我把它改成了订单机器人，只接受你下单的订单机器人。	0	dlc30蓝图岛对话
page1.13	T安卡希雅		嗯，事到如今，分析员终于也走上了这条路。	0	dlc30蓝图岛对话
page1.14	H主角		我可是在认认真真建设蓝图岛。因为这里将会建成一座零食工坊，而这颗球是关键的辅助。	0	dlc30蓝图岛对话
page1.15			叮——	0	dlc30蓝图岛对话
page1.16			安卡希雅收到了消息推送，暂时退出了一会儿。	0	dlc30蓝图岛对话
page1.17	H主角		收到了？	0	dlc30蓝图岛对话
page1.18	T安卡希雅		嗯。嗯？是分析员给我定的零食吗？什么时候？	0	dlc30蓝图岛对话
page1.19	H主角		就在刚刚。通过这个神秘球，可以直接订购零食，消费由我买单，订单权限仅归属安卡希雅。	0	dlc30蓝图岛对话
page1.20	T安卡希雅		一时间不知道该怎么反应。	0	dlc30蓝图岛对话
page1.21	T安卡希雅		突然想把自己投喂给分析员。	0	dlc30蓝图岛对话
page1.22	H主角		别发呆了，接下来让我们把<orange>零食工坊</>建设好吧。	0	dlc30蓝图岛对话
