字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T卡洛提斯		可算来了！两位好，我是岛上新雇佣的工程师，急匆匆地将两位请来实在抱歉…………	0	dlc30蓝图岛对话
page1.2	H主角		出什么事了？	0	dlc30蓝图岛对话
page1.3	T卡洛提斯		入职第一天，我检查了岛上设施的运转状态，找到了一些……不，很多很多异常。	0	dlc30蓝图岛对话
page1.4	T安卡希雅		唔，虽然异常很多，但却能正常运转，很神奇吧。	0	dlc30蓝图岛对话
page1.5	T卡洛提斯		很神奇。	0	dlc30蓝图岛对话
page1.6	T卡洛提斯		但，也有一些安全隐患是必须解决的……不然会有一些恶性影响，例如，建设进度消失。	0	dlc30蓝图岛对话
page1.7	T卡洛提斯		眼下我还得继续检查其他安全问题，两位可以通过我标注的那些传送门，直接进去。	0	dlc30蓝图岛对话
page1.8	H主角		好吧……我们去看一下。顺带一提，进行维修行为需要什么专业的工具吗？	0	dlc30蓝图岛对话
page1.9	T卡洛提斯		不需要，把一些地下水道的流向调整正确就好。可能会用到一些电路维修方面的知识。	0	dlc30蓝图岛对话
page1.10	H主角		听起来很专业呢。	0	dlc30蓝图岛对话
page1.11	T安卡希雅		说不定维修过程比你想得还简单，分析员。	0	dlc30蓝图岛对话
page1.12	T安卡希雅		就像有些游戏里的治疗，只是两个人在摸来摸去而已。	0	dlc30蓝图岛对话
page1.13	H主角		总之我们先去看看。	0	dlc30蓝图岛对话
