字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T安卡希雅		分析员，你都知道了？	0	dlc30蓝图岛对话
page1.2	H主角		嗯。	0	dlc30蓝图岛对话
page1.3	T安卡希雅		失策，忘记删除尖尖耳储存的初始资料了。	0	dlc30蓝图岛对话
page1.4	H主角		还不是因为你把我的权限给得太高了。	0	dlc30蓝图岛对话
page1.5	T安卡希雅		世界唯一的分析员就该拥有唯一的最高权限，不然蓝图岛基础设定就出现矛盾了。	0	dlc30蓝图岛对话
page1.6	T安卡希雅		以这种方式被发现了小巧思，总有种不小心给分析员剧透的负罪感……	0	dlc30蓝图岛对话
page1.7	H主角		但蓝图岛上处处都是你给我留下的心意，我怎么会看不见呢。	0	dlc30蓝图岛对话
page1.8	T安卡希雅		用这种方式让分析员陪我一起做这些……你不会觉得我是个怪女人吧？	0	dlc30蓝图岛对话
page1.9	H主角		那每天在说拯救世界的台词时，你会觉得自己怪吗？	0	dlc30蓝图岛对话
page1.10	T安卡希雅		怪吗？那可都是经典的动画台词。	0	dlc30蓝图岛对话
page1.11	H主角		我就是喜欢这样的安卡希雅。	0	dlc30蓝图岛对话
page1.12	H主角		安卡希雅在做着自己认定正确，并喜欢着的事情时，就是最有魅力的。	0	dlc30蓝图岛对话
page1.13	T安卡希雅		分析员会不会认为我很贪心？	0	dlc30蓝图岛对话
page1.14	H主角		是指努力加班，用认真制作的游戏把我留在这里这件事？	0	dlc30蓝图岛对话
page1.15	T安卡希雅		明明进入海姆达尔，能留在分析员的身边，我已经找到了自己的归属。	0	dlc30蓝图岛对话
page1.16	T安卡希雅		但还是在做这些，企图留住分析员更久。	0	dlc30蓝图岛对话
page1.17	T安卡希雅		但是，就像想看更多优秀的动画、玩更多有趣的游戏的心情一样……	0	dlc30蓝图岛对话
page1.18	T安卡希雅		我想要更多……我想要和分析员共同建造一片梦想的乐土。	0	dlc30蓝图岛对话
page1.19	H主角		我知道，所以在这里。	0	dlc30蓝图岛对话
page1.20	H主角		要记得给我对等的游戏奖励哦。	0	dlc30蓝图岛对话
page1.21	T安卡希雅		分析员想要什么都可以。	0	dlc30蓝图岛对话
page1.22	H主角		我想想……先记账吧。	0	dlc30蓝图岛对话
