字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		话说尖尖耳，你是在什么时候被放入蓝图岛的？	0	dlc30蓝图岛对话
page1.2	T尖尖耳		终于要被分析员看到了吗？	0	dlc30蓝图岛对话
page1.3	T尖尖耳		尖尖耳……感受到了与分析员深深的羁绊……从此，我会对您更加忠诚！	0	dlc30蓝图岛对话
page1.4	T尖尖耳		尖尖耳，想要对您倾诉我的所有~	0	dlc30蓝图岛对话
page1.5	H主角		我并不想知道关于你的事情……	0	dlc30蓝图岛对话
page1.6	T尖尖耳		呜~尖尖耳心碎。不过，有一个人的事情你肯定想要知道。	0	dlc30蓝图岛对话
page1.7	T尖尖耳		识别到分析员读取蓝图岛构建资料的需求，已检测到最高权限，资料开放中。	0	dlc30蓝图岛对话
page1.8	T尖尖耳		继续进入深情叙述模式——	0	dlc30蓝图岛对话
page1.9	H主角		别深情了，既然已经开放资料读取了， 我想看看安卡希雅当时制作蓝图岛时的情形。	0	dlc30蓝图岛对话
page1.10	T安卡希雅		区域大小目前看还算合适，后面可以再扩展一下……	0	dlc30蓝图岛对话
page1.11	T安卡希雅		光照……嗯，已经很不错了，和之前一起去过的海岛没差。	0	dlc30蓝图岛对话
page1.12	T安卡希雅		这个区域，分析员会计划建什么呢？	0	dlc30蓝图岛对话
page1.13	T安卡希雅		如果分析员想建造游乐场的话，场地规划还要再大一些……	0	dlc30蓝图岛对话
page1.14	T安卡希雅		分析员会不会想要一座收藏馆……	0	dlc30蓝图岛对话
page1.15	T安卡希雅		到时候和分析员共同作战用到的物件都收藏进去，至于其它……嗯。	0	dlc30蓝图岛对话
page1.16	T安卡希雅		这个地区，就预留一处建造电影院吧。	0	dlc30蓝图岛对话
page1.17	T安卡希雅		跟分析员一起在大荧幕上看动画，感觉也不赖。	0	dlc30蓝图岛对话
page1.18	H主角		安卡希雅原来尝试过这么多的设想，最后还是把选择的权利留给我。	0	dlc30蓝图岛对话
page1.19	H主角		其实，只要两个人能在一起，无论做什么都开心啊。	0	dlc30蓝图岛对话
page1.20	H主角		为了她的这份心意，我也会仔细规划接下来的区域。	0	dlc30蓝图岛对话
page1.21	T尖尖耳		安卡希雅制作人？	0	dlc30蓝图岛对话
page1.22	T安卡希雅		听……后面的我都听到了。分析员，能完完整整地再对我说一次吗？	0	dlc30蓝图岛对话
