字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T尖尖耳		好空旷啊……就像我的人生……	0	dlc30蓝图岛对话
page1.2	H主角		……	0	dlc30蓝图岛对话
page1.3	T尖尖耳		啊！您就是远道而来，拯救蓝图岛的playername吗？我是尖尖耳，您忠诚的机器人助手！已经在这里恭候多时了~	0	dlc30蓝图岛对话
page1.4	H主角		好熟悉的模型和名字……不愧是安卡希雅……把素材复用到极致。	0	dlc30蓝图岛对话
page1.5	T尖尖耳		尖尖耳会全力协助您、满足您的所有要求哦~期待您让蓝图岛焕发生机的那天——	0	dlc30蓝图岛对话
page1.6	T尖尖耳		在尖尖耳的身体生锈前，您快吩咐让我做点什么吧，只要不继续站在这里发呆就好。	0	dlc30蓝图岛对话
page1.7	H主角		（安卡希雅好像给尖尖耳输入了什么奇怪的设定）	0	dlc30蓝图岛对话
page1.8	H主角		咳，那么就开始正题吧。有没有在海边的合适区域，我想建造一座高级的<orange>海滩别墅</>。	0	dlc30蓝图岛对话
page1.9	H主角		如果是安卡希雅入住我的蓝图岛，她一定会在意住得是否舒服。	0	dlc30蓝图岛对话
page1.10	T尖尖耳		哇哦！您想为安卡希雅建立一座海滩别墅吗？我是使命必达的助手尖尖耳，合适的区域坐标已传至终端！	0	dlc30蓝图岛对话
