字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	？？？		空降成功，坐标系统上线中……所在地已确认，侦测到陌生信号。	0	dlc30蓝图岛对话
choice01			你在自言自语什么呢？	0	dlc30蓝图岛对话
page2.1	T沃诺		……身份已暴露。即将采用称呼为“沃诺”的代号。	0	dlc30蓝图岛对话
page2.2	T沃诺		你们好呀，我是沃诺=w=。	0	dlc30蓝图岛对话
page2.3	T安卡希雅		我们都听到了。你到底在酝酿着什么？还有，你又是什么时候出现在这里的。	0	dlc30蓝图岛对话
page2.4	T沃诺		酝酿？讨厌啦，什么意思？听不懂QAQ！	0	dlc30蓝图岛对话
page2.5			你和安卡希雅听到了对方把什么设备丢到了附近的声音。	0	dlc30蓝图岛对话
page2.6	T沃诺		毁灭计时器，丢掉……员工控制手册，丢掉……	0	dlc30蓝图岛对话
page2.7	H主角		搞什么鬼……我留在这里警戒，安卡希雅，你去找。	0	dlc30蓝图岛对话
page2.8	T安卡希雅		交给我来。	0	dlc30蓝图岛对话
