字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T夏克威弗		心情乱糟糟非常不妙，音箱的坏心情好似附体雷暴。	0	dlc30蓝图岛对话
page1.2	T夏克威弗		就像是晚春的柠檬在初夏腐烂，好音箱挡不住受贿电路元件的腐败。	0	dlc30蓝图岛对话
page1.3	T安卡希雅		夏克威弗又在说些听不懂的话了。	0	dlc30蓝图岛对话
page1.4	T尖尖耳		我来翻译一下，因为之前的异常天气，岛上有一些设施坏掉了。卡洛提斯也已经忙炸了。	0	dlc30蓝图岛对话
page1.5	H主角		需要我和安卡希雅再去帮忙处理安全隐患吗？	0	dlc30蓝图岛对话
page1.6	T尖尖耳		需要的。不过，除了正常的安全维护之外，卡洛提斯说它在检查的时候找到了一个很特殊的加密空间，希望分析员和安卡希雅能去看看。	0	dlc30蓝图岛对话
page1.7	H主角		很特殊的加密空间？	0	dlc30蓝图岛对话
page1.8	T尖尖耳		是的，推测与第五个都市传说有关哦。	0	dlc30蓝图岛对话
page1.9	H主角		那安卡希雅，一起去……	0	dlc30蓝图岛对话
page1.10	T安卡希雅		唔……	0	dlc30蓝图岛对话
page1.11			我、夏克威弗、尖尖耳齐刷刷把目光看向安卡希雅，她忸怩了半天，用略有些呆滞的语气说出了三个字——	0	dlc30蓝图岛对话
page1.12	T安卡希雅		不能去。	0	dlc30蓝图岛对话
page1.13	H主角		为什么不能去？	0	dlc30蓝图岛对话
page1.14	T安卡希雅		不能去就是不能去……	0	dlc30蓝图岛对话
page1.15			她的嘴巴微微撅起，像是在掩盖自己的心虚，又像是在暗示我什么。	0	dlc30蓝图岛对话
page1.16	H主角		嗯……是只有我或你不能去，还是我们都不能去？	0	dlc30蓝图岛对话
page1.17	T安卡希雅		……只有我不能去。	0	dlc30蓝图岛对话
page1.18			小声地说出这句话时，少女的脸颊微红起来。	0	dlc30蓝图岛对话
page1.19	H主角		我明白了。那么，安全维护交给安卡希雅，我去调查第五个都市传说吧。	0	dlc30蓝图岛对话
page1.21	T安卡希雅		好，快去快回哦，分析员。	0	dlc30蓝图岛对话
page1.22			少女的心情顿时开朗起来。	0	dlc30蓝图岛对话
page1.23			……	0	dlc30蓝图岛对话
