字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T安卡希雅		你醒啦？我深爱的分析员。	0	dlc30蓝图岛对话
page1.2	T安卡希雅		童话书里写的那个叫醒方法，居然还真管用。	0	dlc30蓝图岛对话
page1.3	H主角		加载场景这会儿工夫，你都不带消停一下的……	0	dlc30蓝图岛对话
page1.4	H主角		所以这是？	0	dlc30蓝图岛对话
page1.5	T安卡希雅		欢迎来到我在新星开拓开辟的全新模块——蓝图岛。	0	dlc30蓝图岛对话
page1.6	T安卡希雅		这里会在分析员的建造、经营和管理之后，成为宇宙闻名的超一流度假岛~	0	dlc30蓝图岛对话
page1.7	H主角		嗯……目前看起来和超一流的关系在哪？	0	dlc30蓝图岛对话
page1.8	T安卡希雅		当然是在于超一流的你加入了。	0	dlc30蓝图岛对话
page1.9	H主角		蓝图……岛？不会是让我在一片空地，从零开始建造吧？	0	dlc30蓝图岛对话
page1.10	T安卡希雅		开局一个岛，梦想无上限。从零开始建造，让它变成梦想中的样子，不正是这种游戏的魅力点所在吗？	0	dlc30蓝图岛对话
page1.11	H主角		建造经营类的游戏，确实没怎么体验过。	0	dlc30蓝图岛对话
page1.12	T安卡希雅		我也肝了不少时间，才有了现在这个模块。	0	dlc30蓝图岛对话
page1.13	T安卡希雅		我说，无论是工作还是生活，分析员最近都挺拼的吧？长期保持在快节奏里，需要有喘息的时间。	0	dlc30蓝图岛对话
page1.14	T安卡希雅		所以我决定加入些慢节奏的体验，给分析员调节一下。	0	dlc30蓝图岛对话
page1.15	H主角		总觉得你别有用心。	0	dlc30蓝图岛对话
page1.16	T安卡希雅		是别有“良苦用心”。	0	dlc30蓝图岛对话
page1.17	H主角		好好好，那就让我体验一下你的良苦用心吧。	0	dlc30蓝图岛对话
page1.18	T安卡希雅		不愧是我的分析员，上道。	0	dlc30蓝图岛对话
page1.19	T安卡希雅		在蓝图岛里，你将作为至高无上的<orange>岛主</>，<orange>规划</>和<orange>管理</>这里的一切。	0	dlc30蓝图岛对话
page1.20	T安卡希雅		我还给分析员带来了一位得力的助手，它已经在<orange>轻风广场</>的<orange>接待中心</>等你了。	0	dlc30蓝图岛对话
page1.21	T安卡希雅		那就辛苦分析员，开始描绘这幅蓝图吧。	0	dlc30蓝图岛对话
page1.22	H主角		还好不是从零开始的荒岛生活……	0	dlc30蓝图岛对话
