字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T透墨索斯		来一场派对吧，嘭~	0	dlc30蓝图岛对话
page1.2	H主角		你怎么把这家伙也放进来了？	0	dlc30蓝图岛对话
page1.3	T安卡希雅		别在意，只是个搞气氛的罢了。	0	dlc30蓝图岛对话
page1.4	H主角		只有它一个站在这里，显得更冷清了。	0	dlc30蓝图岛对话
page1.5	T安卡希雅		那不如……	0	dlc30蓝图岛对话
page1.6	T安卡希雅		把它复制成五个，再换成不同的颜色站成一排。	0	dlc30蓝图岛对话
page1.7	H主角		你不会要给它们都设计不同的招牌动作吧？	0	dlc30蓝图岛对话
page1.8	T安卡希雅		分析员真懂我。	0	dlc30蓝图岛对话
page1.9	T安卡希雅		作为透墨索斯战队，每个成员都要有标志性和记忆点的动作设计。	0	dlc30蓝图岛对话
page1.10	T安卡希雅		还得再花点心思，给每个成员写一句招牌台词，怎么样？比如……你要相信——	0	dlc30蓝图岛对话
page1.11	H主角		我有灵感了！	0	dlc30蓝图岛对话
page1.12	T安卡希雅		招牌台词吗？！	0	dlc30蓝图岛对话
page1.13	H主角		安卡希雅醒醒，我们现在正在建设蓝图岛。	0	dlc30蓝图岛对话
page1.14	H主角		不过，这个灵感相信你也很喜欢。	0	dlc30蓝图岛对话
page1.15	H主角		我们建一座<orange>新星剧场</>吧，让你心里的剧目可以随时在这里上演。	0	dlc30蓝图岛对话
