字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T林德拉		好呀！这下我终于可以安心地戴着这个面具了。现在，我来告诉你们情报吧。	0	dlc30蓝图岛对话
page1.2	H主角		好哦，是什么呢，好难猜啊。	0	dlc30蓝图岛对话
page1.3	T林德拉		乌尔贡队员，身为会计的本领没有人能和他相比！	0	dlc30蓝图岛对话
page1.4	T林德拉		埃勒奥斯队员，分析员想了解经营店铺的知识吗？	0	dlc30蓝图岛对话
page1.5	T林德拉		一位是善战的狼，一位是镇山的虎！至于我，我最大的长处就是忠诚！忠诚！是的！	0	dlc30蓝图岛对话
page1.6	H主角		嗯……作为员工，忠诚确实是很重要的品质。	0	dlc30蓝图岛对话
page1.7	T安卡希雅		真棒。	0	dlc30蓝图岛对话
page1.8	T林德拉		是吧！林德拉的建议很有用的……	0	dlc30蓝图岛对话
page1.9	T林德拉		等等，你们干嘛一副把我当笨蛋看的样子？	0	dlc30蓝图岛对话
page1.10	H主角		没什么，你醒啦。	0	dlc30蓝图岛对话
page1.11	T安卡希雅		恭喜你明天就要上班啦！	0	dlc30蓝图岛对话
