字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T尖尖耳		尖尖耳总觉得，在这种最后关头，是不该说话的。	0	dlc30蓝图岛对话
page1.2	T尖尖耳		尖尖耳识相地退下了！	0	dlc30蓝图岛对话
page1.3	T安卡希雅		就剩下最后一处没有规划的土地了，让我们一鼓作气地完成蓝图岛吧。	0	dlc30蓝图岛对话
page1.4	H主角		不能心急。	0	dlc30蓝图岛对话
page1.5	H主角		越是在最终关头，越是要仔细斟酌。	0	dlc30蓝图岛对话
page1.6	H主角		你也不想以后看到蓝图岛，心里有遗憾吧？	0	dlc30蓝图岛对话
page1.7	T安卡希雅		（其实我现在就已经没有遗憾了。）	0	dlc30蓝图岛对话
page1.8	T安卡希雅		看来是时候用上那个了。	0	dlc30蓝图岛对话
page1.9	T安卡希雅		噔噔——我和分析员的放大版雕像，不如我们直接把它放在这个位置怎么样？	0	dlc30蓝图岛对话
page1.10	H主角		嗯，作为装饰确实不错，这个雕像可以先留起来，之后记得单独发给我。	0	dlc30蓝图岛对话
page1.11	T安卡希雅		啊，不放吗……	0	dlc30蓝图岛对话
page1.12	H主角		我对最后一处的建筑已经有想法了，不过要等我先做些准备。	0	dlc30蓝图岛对话
