字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		记录好那些区域的数据，然后规划出一片中间区域吧。	0	dlc30蓝图岛对话
page1.2	T尖尖耳		好的，分析员！已经规划土地，请问分析员需要建造什么建筑？	0	dlc30蓝图岛对话
page1.3	H主角		基础的建设已经完成了一些，接下来要建造一些有娱乐性质的地方了。	0	dlc30蓝图岛对话
page1.4	T尖尖耳		娱乐……娱乐好！尖尖耳最喜欢听到人类的欢声笑语了！	0	dlc30蓝图岛对话
page1.5	T尖尖耳		尖尖耳，搜索资料中……	0	dlc30蓝图岛对话
page1.6	H主角		不用搜索了，我已经有想法了。	0	dlc30蓝图岛对话
page1.7	T尖尖耳		分析员有什么想法？	0	dlc30蓝图岛对话
page1.8	H主角		我打算在新区域建造一家商店。	0	dlc30蓝图岛对话
page1.9	H主角		按照我对这座岛屿的规划，这里必须要有一家她最爱去的<orange>模玩商店</>。	0	dlc30蓝图岛对话
page1.10	H主角		这样的话，即使在蓝图岛度假，她也可以欣赏把玩她最喜欢的模型。	0	dlc30蓝图岛对话
page1.11	T尖尖耳		好贴心……好甜……	0	dlc30蓝图岛对话
