字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T安卡希雅		来吧，分析员。让尖尖耳给你隆重介绍一下<orange>评级嘉奖</>制度吧。	0	dlc30蓝图岛对话
page1.2	H主角		什么嘉奖？	0	dlc30蓝图岛对话
page1.3	T尖尖耳		简单来说，这个制度会识别蓝图岛的建造和经营状况，当分析员满足全部的升级条件后，就可以进行岛屿升级！	0	dlc30蓝图岛对话
page1.31	T尖尖耳		当蓝图岛等级提升后，会为分析员提供一些奖励，用来鼓励后续的建造。	0	dlc30蓝图岛对话
page1.4	H主角		这个什么嘉奖制度该不会就是为了每个阶段给我些正反馈，把我留在蓝图岛上的吧？	0	dlc30蓝图岛对话
page1.5	旁白		安卡希雅笑了笑，并不打算回答我。	0	dlc30蓝图岛对话
page1.6	T安卡希雅		分析员，这是我们的蓝图岛，你会好好经营它吧？	0	dlc30蓝图岛对话
page1.7	T安卡希雅		资金不够的话，我还准备了更多的蓝图币哦。	0	dlc30蓝图岛对话
page1.8	H主角		放心吧，既然答应了你来测试，我就一定会用尽全力。	0	dlc30蓝图岛对话
page1.9	H主角		不过，不允许像上次那样给我塞“特殊道具”了。	0	dlc30蓝图岛对话
page1.10	T安卡希雅		哦——	0	dlc30蓝图岛对话
page1.11	H主角		你还真是一点儿都不打算改。	0	dlc30蓝图岛对话
