字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T巡逻机器人		巡逻中——巡逻中——巡逻中——	0	dlc30蓝图岛对话
page1.2	T巡逻机器人		分析员您好，分析员您好，分析员您好——	0	dlc30蓝图岛对话
page1.3	H主角		（只是普通的巡逻通知提示，为什么要复制三遍……）	0	dlc30蓝图岛对话
page1.4	H主角		会不会是在复制数据的时候，不小心复制了其他的指令……	0	dlc30蓝图岛对话
page1.5	H主角		连这个你也要复制三份吗？	0	dlc30蓝图岛对话
page1.6	T安卡希雅		嗯，和分析员手把手一起钓到超大鱼时用的特殊饵料，一份观赏用，一份保存用……	0	dlc30蓝图岛对话
page1.7	H主角		还有一份安利新星开拓钓鱼玩法用？	0	dlc30蓝图岛对话
page1.8	T安卡希雅		不对。剩下的那份是炫耀用，炫耀我和分析员一起钓了大鱼。	0	dlc30蓝图岛对话
page1.9	H主角		……	0	dlc30蓝图岛对话
page1.10	H主角		鱼饵数据倒是方便存储……	0	dlc30蓝图岛对话
page1.11	H主角		但我一直好奇，你之前买的那些三倍的游戏机、游戏卡和模型都存在哪里了。	0	dlc30蓝图岛对话
page1.12	T安卡希雅		我在公司租了一间仓库，专门存放它们。	0	dlc30蓝图岛对话
page1.13	T安卡希雅		虽然很安全，但每次要进去都要输很多次不同类型的密码，好麻烦……	0	dlc30蓝图岛对话
page1.14	T安卡希雅		可惜的是观赏用的那份不能时时刻刻看到了。	0	dlc30蓝图岛对话
page1.15	H主角		看来是上次在一起劝降到完美属性的伙伴时，不小心复制的。	0	dlc30蓝图岛对话
page1.16	H主角		不过说起来，在这里为她建造一座<orange>次世代展览馆</>吧。	0	dlc30蓝图岛对话
page1.17	H主角		这样就不愁没办法时时“观赏”了。	0	dlc30蓝图岛对话
