字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T尖尖耳		由于分析员的不懈努力，蓝图岛新区域<orange>海之滨</>已经开放了！	0	dlc30蓝图岛对话
page1.2	T尖尖耳		已经开始期待您二位会在这里发生什么样的故事了~	0	dlc30蓝图岛对话
page1.3	T安卡希雅		分析员刚刚又成功升级岛屿了，看来蓝图岛距离“宇宙闻名”已经不远了。	0	dlc30蓝图岛对话
page1.4	H主角		除了衣食住行，接下来蓝图岛要提升的还有很多。	0	dlc30蓝图岛对话
page1.5	T安卡希雅		比如在尘白恶魔号基础上，开发尘白恶魔号Z、尘白恶魔号ZZZ……	0	dlc30蓝图岛对话
page1.6	T安卡希雅		没错，我们还缺一座格纳库。	0	dlc30蓝图岛对话
page1.7	H主角		……你是不是忘了这是一座度假岛？	0	dlc30蓝图岛对话
page1.8	T安卡希雅		没忘。你看，美丽的海滨，尘白恶魔号立于大地之上，我和你穿着泳装在海中嬉戏。	0	dlc30蓝图岛对话
page1.9	T安卡希雅		紧接着你我二人湿漉漉地爬上驾驶舱，开着尘白恶魔号飞跃海平线，于碧海蓝天中上下翻滚。	0	dlc30蓝图岛对话
page1.10	T安卡希雅		可谓欲海沉沦，浑然忘我，直到收到敌机来袭的警报……	0	dlc30蓝图岛对话
page1.11	T安卡希雅		为了守护美丽的蓝图岛，尘白恶魔号出击！	0	dlc30蓝图岛对话
page1.12	H主角		脑子里有画面了……不对！这不是重点，画风已经跑偏了！	0	dlc30蓝图岛对话
page1.13	H主角		总之建造机库是不可能的。	0	dlc30蓝图岛对话
page1.14	H主角		至于建什么……算了，我还是先到处转转，没准能找到灵感。	0	dlc30蓝图岛对话
page1.15	T安卡希雅		我的大当家，我当然是听你的。	0	dlc30蓝图岛对话
