字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		又遇到新的员工了。我看看，终端上说它的名字是叫……埃勒奥斯？	0	dlc30蓝图岛对话
page1.2	T安卡希雅		简介上说，埃勒奥斯配备了最新的算法芯片，是很先进的智能助手伙伴。	0	dlc30蓝图岛对话
page1.3	？？？		你好，很高兴在这里见到各位。	0	dlc30蓝图岛对话
page1.4	H主角		呃……你好？	0	dlc30蓝图岛对话
page1.5	？？？		请问，我能为你们做什么？我是由天才游戏设计……	0	dlc30蓝图岛对话
page1.6	T安卡希雅		跳过确认，带我们去找“埃勒奥斯”吧。	0	dlc30蓝图岛对话
page1.7	？？？		在山上。	0	dlc30蓝图岛对话
page1.8	T安卡希雅		不，我不是问你它在哪里。我是让你带我们去找埃勒奥斯。	0	dlc30蓝图岛对话
page1.9	T埃勒奥斯		我叫埃勒奥斯。	0	dlc30蓝图岛对话
page1.10	T安卡希雅		更没有问你叫什么……	0	dlc30蓝图岛对话
page1.11	T埃勒奥斯		请问，我能为你做什么？请用人类语言表达……	0	dlc30蓝图岛对话
choice01			从刚才就想吐槽了……	0	dlc30蓝图岛对话
choice02			埃勒奥斯人机感太强了吧！	0	dlc30蓝图岛对话
page2.1	T安卡希雅		你未通过人机检测……哦，你本来就是人工智能。	0	dlc30蓝图岛对话
page2.2	T埃勒奥斯		异议！埃勒奥斯不是人机，请你们完成人机检测！	0	dlc30蓝图岛对话
