字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		（长时间地同一个坐姿玩游戏……）	0	dlc30蓝图岛对话
page1.2	H主角		（即使有时间也是在房间里拼装模型、看动画……）	0	dlc30蓝图岛对话
page1.3	H主角		（还常常熬夜修改游戏方案，修改代码……）	0	dlc30蓝图岛对话
page1.4	H主角		按照这种过度使用身体的方式，即便是天启者的体质强于常人，安卡希雅早晚也会病痛缠身了。	0	dlc30蓝图岛对话
page1.5	H主角		想个合适的办法让她主动锻炼。	0	dlc30蓝图岛对话
page1.6	H主角		那柄光剑！	0	dlc30蓝图岛对话
page1.7	H主角		尖尖耳，我需要建造一家大型体感游戏馆，这下不愁安卡希雅不去锻炼了。	0	dlc30蓝图岛对话
page1.8	T尖尖耳		收到，分析员！	0	dlc30蓝图岛对话
page1.9	T尖尖耳		区域规划中——分析员，坐标已传至终端！	0	dlc30蓝图岛对话
