字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T安卡希雅		唔，分析员，我们处理了两个都市传说了。但总觉得没什么很大的收获。	0	dlc30蓝图岛对话
page1.2	H主角		确实呢。卡比自从上次之后我就再也没找到过它。夏克威弗明明超强，却丢失了它的专用武器电吉他。	0	dlc30蓝图岛对话
page1.3	H主角		这算什么，“洗白弱三分”？	0	dlc30蓝图岛对话
page1.4	T安卡希雅		很多游戏就是这样设计的。	0	dlc30蓝图岛对话
page1.5	T夏克威弗		真正的强者不需要电吉他，就像我四个爪子都能将坏蛋按在地上旋转摩擦。	0	dlc30蓝图岛对话
page1.6	T夏克威弗		想要更多收获？就继续在岛上展开调查！	0	dlc30蓝图岛对话
page1.7	H主角		下一个都市传说是……不死不灭的海妖啊……	0	dlc30蓝图岛对话
page1.8	H主角		听起来就像是那种，周期性更新的模式里会出现的，招式简单，但数值极高的敌人。	0	dlc30蓝图岛对话
page1.9	T安卡希雅		有大海的地方一定会出现海妖呢。	0	dlc30蓝图岛对话
page1.10	H主角		就像谁都不能想象一个没有安卡希雅的蓝图岛。	0	dlc30蓝图岛对话
page1.11	T安卡希雅		奇怪的类比，分析员。是你特有的幽默细胞吗，那我就笑一下好了。嘿，嘿。	0	dlc30蓝图岛对话
page1.12	H主角		这个笑容也是安卡希雅的幽默细胞就是了……	0	dlc30蓝图岛对话
page1.13	T安卡希雅		咳咳，言归正传。要去蓝图岛的各处找海妖啊……总觉得会很麻烦。搜索范围好大。	0	dlc30蓝图岛对话
page1.14	H主角		让夏克威弗和尖尖耳动员所有伙伴一起帮忙找吧！我们制定一下各自的巡逻路线。	0	dlc30蓝图岛对话
page1.15	T安卡希雅		……行。不过我走不动的时候，分析员要背我。	0	dlc30蓝图岛对话
